_id,Alternate Title
o_altTitles/8914fde4-346f-4805-b51c-79540abbe60f,Hotel Security Officer
o_altTitles/18af5d9b-af73-4db2-90b7-1a10ff9b3f61,Houseman
o_altTitles/c01eb6f8-0bb5-4a43-815f-ceea4fbecc15,Loss Prevention Representative
o_altTitles/54d9846b-aaeb-43b5-8dc2-c68d8dab6133,Maritime Guard
o_altTitles/b1ce115d-5167-4fd5-9bd4-0f8c2a8eea1c,Merchant Patroller
o_altTitles/7df432bf-56d6-45f0-97a5-9e339985baa3,Merchant Police
o_altTitles/6e4b7787-c0fe-4a7d-8381-23cfc2ffcf41,Package Checker
o_altTitles/29a62eef-3077-4617-951d-8fd96b141667,Patrol Guard
o_altTitles/d0bd7a52-89f2-4e61-b46c-8bd1471e9f99,Plant Guard
o_altTitles/362fec35-5a6e-4782-8c31-161eed35029d,Plant Protection Guard
o_altTitles/d6350af8-5025-4e4d-9019-aaf975ca1321,Plant Protection Officer
o_altTitles/47d5ad14-7721-46c3-a358-c8be5df8aaad,Plant Security Guard
o_altTitles/2e906950-c4b0-4b22-85a7-7eee55e2c3ad,Police Guard
o_altTitles/27f295cb-e400-4993-ab3c-0e3f0711c7ad,Private Security Guard
o_altTitles/bca21f61-098d-4ea3-a957-38b5bf33b5ed,Private Watchman
o_altTitles/fa6ff584-3e24-4824-956e-ed6f5bb45d7e,Roundsman
o_altTitles/184507d6-9bff-4288-9346-931cc210e367,Safety and Security Officer
o_altTitles/90bb9367-d73d-438f-b927-2b87975650e6,Security Agent
o_altTitles/7b36bd88-df95-417b-b60c-0d52efc6bc43,Security Assistant
o_altTitles/d746997c-199e-496a-9d71-405c6c2ec750,Security Checker
o_altTitles/9c2de41a-fc9c-47ae-9c69-e49e1e5d7dd5,Security Guard
o_altTitles/9145100b-f0bd-46af-a86f-73b9c488a271,Security Inspector
o_altTitles/8ab20e3d-ed7d-4bb1-8ee1-9a8b2d81ac09,Security Screener
o_altTitles/cc30813b-d754-4ce1-967d-150ca9321a90,Ship Keeper
o_altTitles/f5bb1e05-9e3a-4a8b-8d85-28fbcb0a226a,Special Officer
o_altTitles/c292c4e2-cf7c-4bb4-b85e-6e1124380dd1,Special Police
o_altTitles/ca212c36-8537-482b-a199-d983ce83e6af,Station Gateman
o_altTitles/8539f787-d0f7-4352-9305-2949924c08fa,Timber Watchman
o_altTitles/96e817e3-b990-4440-b84d-a9113a987c71,Transportation Security Screener
o_altTitles/2068bd4a-d759-49b8-bcf0-b971df373896,Truck Guard
o_altTitles/0d141e04-2389-444d-89c8-5701cbf0f001,Unarmed Security Officer
o_altTitles/30469087-fc2e-409a-b646-186cc134402e,Watchguard
o_altTitles/32928a94-90bf-4289-b919-f05c05317167,Watchman
o_altTitles/24891b46-7454-4038-9706-e091539afcca,Adult Crossing Guard
o_altTitles/94426e44-8233-46cd-b11d-dda3b053c806,Community Service Officer Coordinator
o_altTitles/1f42986d-ded0-4ab4-aeeb-c4d7e0933a8c,Construction Site Crossing Guard
o_altTitles/5ca71790-5cad-438c-b8fb-04399087c9db,Crossing Flagman
o_altTitles/6ba5b775-5951-4a04-adcc-bece47ae53cc,Crossing Gateman
o_altTitles/c6fb7ec9-5dfe-4671-b084-e35d53333d30,Crossing Guard
o_altTitles/0e081251-c649-456d-a843-c9585a14012d,Crossing Tender
o_altTitles/ee11eb39-1f7e-4df8-9376-936ddc06afd2,Crossing Watchman
o_altTitles/fb095736-8dad-4a01-b5ee-1ea63cee526c,Draw Tender
o_altTitles/2a9446c3-11aa-4efa-abec-7f3d097f7095,Flagger
o_altTitles/6394d42e-f5f6-458e-ab35-1b61682e22d1,Flagman
o_altTitles/ef236e2b-368b-4bfd-89ee-7fbacc280979,Freight Flagman
o_altTitles/3a30cfdd-3ebd-4d9a-8f9c-c3c9b2825702,Passenger Flagman
o_altTitles/d5e77977-891e-43be-b88d-0c3941b458d7,Patrol Lady
o_altTitles/6bbbfc39-0b6f-4b95-b016-6a5d495c7191,Patrol Mother
o_altTitles/1136cdb3-eb3c-4bf9-ba46-d9e7561d8e06,Rail Signal Worker
o_altTitles/aaa35148-7e75-4320-aa71-e40b6748ad1f,Road Crossing Guard
o_altTitles/8ee9f2b8-bc34-4eec-8099-15901adfe55e,School Aide
o_altTitles/d3348dd2-cf46-406e-b83a-35594677656c,School Crossing Guard
o_altTitles/ce4f6272-6a47-4f55-a6e4-5926b699f502,School Crossing Guard Supervisor
o_altTitles/7e46b5e4-257b-4eb1-8fab-d433d795d518,School Traffic Guard
o_altTitles/57e0e7c2-1707-41ab-9e53-58c7cced7e18,School Traffic Supervisor
o_altTitles/a73f03e0-9854-4419-b3dc-35881d97434d,Substitute Crossing Guard
o_altTitles/9fd0e3cd-d518-49f7-abf6-00bf0591608a,Subway Guard
o_altTitles/7295a3b8-e5fb-47ce-9dbd-a6ec5f8cc83a,Traffic Attendant
o_altTitles/e50f0df1-033d-4b5b-9850-dac3995064b8,Train Gate Attendant
o_altTitles/d070d46c-acce-4f41-ab0f-0ac32cbeedde,Train Gateman
o_altTitles/143bf5e3-c741-449b-b658-bc4edb1f1560,Alpine Patroller
o_altTitles/fa567b30-1bce-4aed-981b-36acaefe9d80,Aquatics Director
o_altTitles/1ccc390f-c126-4091-b436-6b6d15a530eb,Aquatics Specialist
o_altTitles/0519f597-007d-421d-a70f-8e6b88e66595,Beach Attendant
o_altTitles/b96424cf-efb1-44ce-bcda-0cdc7782567b,Beach Lifeguard
o_altTitles/3d2cabec-ce96-4fc8-ae2e-ef857b706cc2,Beach Patrol Lieutenant
o_altTitles/86963481-5f0c-44df-b906-b38c0ee8df52,Boating Safety Officer
o_altTitles/00a4bf67-2151-4eb8-9b1f-53efc75b5ee4,Bus Monitor
o_altTitles/bd80fc6e-dfd8-4ddb-a490-2e86f62cba4c,Cafeteria Monitor
o_altTitles/3e702e16-b7f7-44ae-91f1-17c2f0ad3e61,Certified Ski Patroller
o_altTitles/21160c9d-8560-4a1d-9027-8ed92959a7f5,Gamewell Operator
o_altTitles/b1c69092-f38f-4b12-affd-c08e65d2b6f5,Health Club Attendant
o_altTitles/27c89dc2-590a-43ed-bf3b-7b258f31db89,Life Guard
o_altTitles/7112aa7b-2987-4ee2-a3f4-cc7695ee29ed,Lifeguard
o_altTitles/5b791c3b-9283-40fc-825f-90725e8a3317,Marine Safety Officer
o_altTitles/a0a14065-52dd-4c07-9e02-9ecb860d6d33,Ocean Lifeguard
o_altTitles/a6408537-e2d2-4547-aeaa-b4ac5a29dc53,Ocean Lifeguard Specialist
o_altTitles/6fbbe58e-32a7-41cb-8d75-3b5d600eb0e7,Ocean Rescue Lieutenant
o_altTitles/bec040c0-2f40-4b67-bbc5-26f3ae9be146,Outdoor Emergency Care Technician
o_altTitles/f6d554fe-33de-4d00-906a-a5734c0e6f5e,Playground Monitor
o_altTitles/beacb5f9-8459-4869-9519-df63c691f905,Pool Attendant
o_altTitles/8a21a2bb-5aee-41e4-8a0e-68ecf097bf49,Pool Lifeguard
o_altTitles/82a6f702-075a-4b06-9e6d-4a447d81872d,Recreation Director
o_altTitles/0458c7e5-79fe-4b1d-91db-37535998ebea,Rescue Boat Operator
o_altTitles/d4aae352-7cfe-4eec-94d7-db305de76808,Ski Patrol
o_altTitles/fffcf9ac-a3f0-48cd-84c6-5a05f52a8a79,Ski Patrol Director
o_altTitles/8d53f043-4c67-47fe-9467-fc311853b5ab,Ski Patroller
o_altTitles/ad394e87-1c62-4f74-9aed-6688dcf1cdd5,Spa Attendant
o_altTitles/d12911bd-be11-4339-98aa-f664245ad22c,Supervisory Lifeguard
o_altTitles/bdaca3be-4900-4e7e-91e9-009b47649b4c,Airport Baggage Screener
o_altTitles/c810f7eb-5f32-4af7-89fc-7e2a22708a69,Biometric Screener
o_altTitles/932df02c-f700-4790-9c65-42411f5c1d99,Flight Security Specialist
o_altTitles/424d19bc-e1ce-454e-8122-e6244d4c83bc,Notification Specialist
o_altTitles/e389694e-f7c4-4f23-a2f5-c15e81e277ab,Passenger Screener
o_altTitles/7963d192-4d48-487d-9349-50b3556e9dbd,Screener
o_altTitles/ad023566-79c7-4d38-ab90-07b4877bd4be,Transportation Security Administration Screener (TSA Screener)
o_altTitles/82839c33-2609-4e13-8c00-2887f611ca08,Transportation Security Officer (TSO)
o_altTitles/c5abbea4-0e78-4476-a3d9-46db4e6edfd2,Bus Escort
o_altTitles/e2d391dc-1e95-48b0-a439-4b0d7ea5adba,Bus Matron
o_altTitles/44111630-1f8c-4619-8aaa-c1b6510c473e,Federal Agent
o_altTitles/b8f50b88-31ad-477f-a9cb-5640d4bb4ae6,Hall Monitor
o_altTitles/9c45af49-ee3a-4d74-99e8-18f28e3a94c6,School Bus Monitor
o_altTitles/758b6f9f-2fd6-4461-9236-dc23e6187657,Shopper
o_altTitles/0622428a-abb2-497a-822c-ac45c0e7b348,Tipstaff
o_altTitles/ba03f06a-57f5-44a1-b5c1-cb05b3d86394,Victims Advocate Clerk/Specialist
o_altTitles/cd6cdc16-ceca-4f7f-af58-ed09a43bd1ca,Warrant Server
o_altTitles/a44c777b-60d4-4022-8ad1-bb8ce1750b46,Asset Protection Agent
o_altTitles/2e2de620-7448-464e-be76-4be7dda56e79,Asset Protection Associate (APA)
o_altTitles/714e594f-d440-49b6-90c4-eb2076be409b,Asset Protection Greeter
o_altTitles/548e3f71-6acd-4add-a2b6-93ff2c190177,Asset Protection Lead
o_altTitles/d989c654-4c06-4c26-a6d5-36e4933f5744,Asset Protection Specialist
o_altTitles/0ddf3413-7392-48a7-bc8f-918fc4f59cf2,Loss Prevention Associate (LPA)
o_altTitles/27658204-d150-44ba-ae60-1871c7bea861,Loss Prevention Guard
o_altTitles/4970b309-8cbd-4094-bb9f-63a138471091,Loss Prevention Security Ambassador
o_altTitles/451595a7-c96c-4ae4-b932-14935898e161,Loss Prevention Service Ambassador
o_altTitles/e1dd653c-e78d-4f2a-ad24-498acf675e5a,Loss Prevention Service Representative
o_altTitles/951342b5-a37d-44e0-bfba-3b86a194fa0e,Loss Prevention Specialist
o_altTitles/a0431af6-9e94-4688-af09-8a26420b3cc6,Regional Loss Prevention Manager (Regional LP Manager)
o_altTitles/b9b10a12-8a0b-48ae-9342-a2c2bdd53e45,Retail Asset Protection Specialist
o_altTitles/a6f0119b-bd06-493c-aa76-9f42e67e403a,Retail Loss Prevention Investigator
o_altTitles/be2cbc38-a102-4261-b1ab-be5f549270fb,Retail Loss Prevention Specialist
o_altTitles/7f9b1b98-3276-4b28-9264-b75edf429e0e,Security Associate
o_altTitles/5a4ac67d-54a0-4dfa-936d-f8d652490f89,Store Protection Specialist
o_altTitles/9640ced6-fa7b-4685-906d-c72dbc26d3fa,Banquet Chef
o_altTitles/2fe5b547-ce9e-4367-9d8f-8c22b78ae030,Bread and Pastry Baker
o_altTitles/f1d6a538-e785-4325-9497-cf7383456fc8,Cake Froster
o_altTitles/9d2b0039-5e10-4b11-a205-a703fc875649,Cake Icer
o_altTitles/02249c1a-26d8-4673-a9b4-8d2d1c18e61d,Cake Maker
o_altTitles/91db17b2-f71d-46cb-9cfe-43b1174ed990,Cake Mixer
o_altTitles/a6a0fc0f-b1c3-4e34-87c9-670bc24a8156,Certified Executive Chef (CEC)
o_altTitles/895e233f-2517-490c-a65c-d8909c288a87,Chef
o_altTitles/1c60a39d-e060-4f4c-b2a9-0e3a21aa9330,Chef de Cuisine
o_altTitles/d942340e-ae44-4f93-8aa5-9a433b52b96a,Chef de Froid
o_altTitles/eca1b91b-352b-4e85-8978-8c73e4fb9186,"Chef, Instructor"
o_altTitles/82eb18c2-da78-4c52-87b8-0e38677dcbb3,Chief Cook
o_altTitles/56c9010e-0e7c-4243-ab44-6240508a2d88,Chocolatier
o_altTitles/7d825f66-9b96-41a8-a1df-048eec7f33a0,Confectioner
o_altTitles/158ca8f9-f1ad-4c0a-8f32-374731973710,Cook
o_altTitles/b0b4ce09-2aad-4d0b-bc48-0c580706a35a,Cooking Chef
o_altTitles/31f719e6-5ad7-4291-871f-70ce7d726110,Corporate Executive Chef
o_altTitles/15ab214f-54bd-445f-9432-040f496089ae,Cuisine Chef
o_altTitles/c4fc8b9e-e69a-420b-b7ed-037c8259b123,Culinary Artist
o_altTitles/719a6c54-44b8-4d38-8c16-84a2ce4db90f,Culinary Chef
o_altTitles/5f834ac2-26c0-4ddd-815d-3de2bede83b6,Executive Chef (Ex Chef)
o_altTitles/c80802c1-c9e5-4176-8264-cc730e9bf4dc,Executive Sous Chef
o_altTitles/787a0091-1866-4e04-bd4c-ac4272bd5d2b,Head Baker
o_altTitles/4d9ea855-4371-468c-a9ee-852f01997ee0,Head Chef
o_altTitles/92d07291-35c9-481f-844b-cc2dd73f9ab8,Head Cook
o_altTitles/80188866-0dc7-4be6-a1b6-f02bad2eeeea,Head Pastry Chef
o_altTitles/cc548cb4-352b-408a-b3a4-b9527b58a656,Kitchen Chef
o_altTitles/14c39e50-d19c-417e-a91a-3d443fe5ac06,Kitchen Supervisor
o_altTitles/7a8fd0f3-4c60-4011-abcd-721f8c5b7af7,Line Cook
o_altTitles/8c70abc5-d261-468b-944f-c58f84d5f3e0,Master Chef
o_altTitles/6e528357-6029-4af6-a3eb-6ea96752cf53,Pantry Chef
o_altTitles/2e280325-9227-4719-bdbd-f69b2d719714,Passenger Vessel Chef
o_altTitles/ea0f9c2d-730d-4e95-bb25-eacb20db3e60,Pastry Artist
o_altTitles/d261756c-be14-49a1-a9f0-65b5473f252d,Pastry Cook
o_altTitles/2e729521-0284-4637-a356-b49fc6c7a9db,Pastry Cook Apprentice
o_altTitles/33491f5f-2b42-4ee7-9cb9-23cc5f447c34,Personal Chef
o_altTitles/436d62ea-1da8-4c21-bf7b-e1e7916f7243,Pie Maker
o_altTitles/3294426f-e9c0-4e00-b447-54eb019ca086,Salad Chef
o_altTitles/183aaa63-7673-4085-a176-f1fff2988931,School Cafeteria Head Cook
o_altTitles/1c73d6e9-2d92-4489-82c5-4e5f6b6a3b80,Second Baker
o_altTitles/52ae052d-d496-4777-a751-e3f0d608c223,Sous Chef
o_altTitles/1085ae58-c885-4f81-8623-6bdbb8ce0492,Sushi Chef
o_altTitles/864bb72c-7293-47c5-9399-2f92d50656a6,Banquet Captain
o_altTitles/920d3d72-8788-42c2-9ae7-ffe1fa1437b9,Banquet Stewardess
o_altTitles/35ebac62-7d36-4d2a-a0bc-dca7d30615b1,Banquet Supervisor
o_altTitles/01dd4fdb-2925-4220-bddc-d6d71094e8c2,Bar Manager
o_altTitles/3273cc7e-ccef-4ccb-a7ca-58bf01657c65,Bartender Manager
o_altTitles/75e92d2c-6be3-43b8-b097-d2407e576343,Cafeteria Manager
o_altTitles/53a8877f-ba91-4f31-96ba-8a7e16046bf0,Cafeteria Supervisor
o_altTitles/c2394729-c08c-4b99-960c-e010b447ff0e,Canteen Manager
o_altTitles/a5dcd199-d119-4512-80bb-fdcb85e38930,Cargo Vessel Stewardess
o_altTitles/ff834eba-88d0-4d3b-9ef3-0f40d867ee18,Caterer
o_altTitles/72e15938-0317-4721-ad29-2c2dc5e20d42,Cocktail Lounge Manager
o_altTitles/5d1182c7-a4ab-42bf-9ba8-e02eb1d4be02,Commissary Production Supervisor
o_altTitles/ad6a2a36-560d-479c-a400-43bf5d2cd9ae,Counter Supervisor
o_altTitles/9f2ae460-e7f4-40ae-ae24-0d343dc2f710,Crew Chief
o_altTitles/5a35a456-d1c9-400c-9fe5-a6b07291c9a8,Dairy Bar Manager
o_altTitles/89913f7f-1986-4b94-bee6-0bf4d7d2979e,Dietary Supervisor
o_altTitles/eb8b24e2-9720-4393-81ca-e402ab5ee18c,Dining Room Captain
o_altTitles/c396c81f-f29f-467c-837d-67aeb4e3fbe4,Dining Room Manager
o_altTitles/5d225957-6b8e-4113-ba5a-77f81c14ecdd,Dining Room Supervisor
o_altTitles/68087fac-3511-416f-a5a5-d88e5387a0d1,Fast Food Restaurant Manager
o_altTitles/5be40f5b-2472-494b-a062-305aaa0fe66c,Fast Food Supervisor
o_altTitles/159ee8c9-bb58-4267-b46e-58989be4f55d,Food and Nutrition Services Supervisor
o_altTitles/c9c8686a-6c55-4c11-9dc6-6804409c2400,Food Beverage Supervisor
o_altTitles/55fe4308-54c0-4f04-9a1c-045e48dae5ec,Food Concession Manager
o_altTitles/0d119ec2-5f7d-4823-999f-6405905e6005,Food Expeditor
o_altTitles/f497f498-5562-4245-b12d-e0b4ffeab8a9,Food Production Supervisor
o_altTitles/8e6c0d07-b638-40aa-ad5a-a167bb43a425,Food Service Worker
o_altTitles/c225e853-c9e7-4916-a163-d6a6b80143e8,Fountain Manager
o_altTitles/3f2cf134-b06a-4791-bae6-90882a763380,Fountain Supervisor
o_altTitles/6dd6e0e6-2a45-429f-b020-cb60ff7e2c6a,Head Banquet Waitress
o_altTitles/a113b288-37f1-4d44-b04f-bd54960a9013,Head Silverman
o_altTitles/b8458ec5-162e-404d-b742-a6f6652c0750,Head Waiter
o_altTitles/b1bbb8b6-a171-4389-861e-372ced54ba24,Head Waitress
o_altTitles/1a1cc240-a6e7-4033-8229-59d9b9d34e3b,Headwaitress
o_altTitles/85e30161-6549-45a9-8e2b-72ca52b836fd,Kitchen Leader
o_altTitles/a72c0f9a-939c-4159-b852-1254ac40ce25,Kitchen Stewardess
o_altTitles/887dfa4a-510b-4783-8b2a-43d4b5b66866,Kitchen Work Supervisor
o_altTitles/9f30da22-83f1-4cf6-8858-17cdd7f1457b,Kosher Dietary Service Manager
o_altTitles/c5ce7080-3e2d-4fa2-abfb-af0c5c4c3dcb,Kosher Dietary Service Supervisor
o_altTitles/d4ceb80c-8ed9-4507-a465-1da72856bbb7,Lunch Counter Manager
o_altTitles/5e0a968f-bb46-4761-aa5c-56998c66287f,Luncheonette Manager
o_altTitles/2516788e-c80e-47af-8ab2-a75ca52e8ee2,Lunchroom Food Service Supervisor
o_altTitles/5fb00132-133f-4469-81f1-dad019a2dec7,Lunchroom Supervisor
o_altTitles/0434ac2e-f0ae-4e98-bb04-201a6505655f,Motel Food Service Supervisor
o_altTitles/24b174ef-d9a5-4ea2-b07e-ecf8980af7df,Railroad Dining Car Stewardess
o_altTitles/fa26b4fe-5413-481f-9b1b-240262c291cf,Restaurant Shift Supervisor
o_altTitles/0cf9dd06-d991-469a-af61-0f9bfe244b5c,Restaurant Supervisor
o_altTitles/6ce7e906-d98d-4bb8-8664-13bdb4857d4c,Room Service Supervisor
o_altTitles/08d5a7f9-00a2-4a1c-8893-2cb4659dd5de,School Lunch Manager
o_altTitles/0f03c99a-b1f0-41ba-bcd4-2c7a70821526,Soda Fountain Manager
o_altTitles/b1d19792-c2c5-44bc-b669-35db89427584,Stewardess
o_altTitles/07c08cb7-31cb-437c-8c3b-a498eb418570,Tea Room Manager
o_altTitles/2d841027-72e3-43dc-9ea6-1d2ff768ffa3,Deep Fat Fryer Operator
o_altTitles/fc1f5eb3-6f65-41d0-9fb8-276790511674,Fast Food Cook
o_altTitles/d6d83375-f4cc-454b-801a-215ff7d140c7,Fast Food Fry Cook
o_altTitles/8afbaed5-5add-4fba-b14e-358824526aa2,Fry Cook
o_altTitles/ea9491ac-148f-4a7f-a905-80396d16c7ec,Fryer
o_altTitles/39b9c4d7-1538-4128-a695-c402b19af3be,Fryline Attendant
o_altTitles/12e8b3e5-f44c-407a-84ed-a431dc222545,Grill Cook
o_altTitles/1062cb1c-7ebf-471c-b1e9-df5838a2f997,Pancake Professional
o_altTitles/0d032da5-53d4-4d89-9665-ebb9159db353,Pizza Baker
o_altTitles/81053cc0-a484-40eb-bf16-755b7bf40a8b,Pizza Chef
o_altTitles/b051d42b-61d1-4a81-b035-36bfa7e0110d,Pizza Cook
o_altTitles/ddc6d503-a6e0-42f3-bf55-fe39b533f611,Pizza Maker
o_altTitles/eedf0b8a-059a-40ff-a69b-438b59f92bec,Prep Cook (Preparatory Cook)
o_altTitles/c963d4f2-119a-49f0-8996-9e536a048314,Restaurant Worker
o_altTitles/8554d719-69a6-4050-8280-faed00553e61,Specialty Cook
o_altTitles/c88456b6-270f-4946-9a1a-70f329c2311e,Boarding House Cook
o_altTitles/f988a75c-b4c4-4d30-8a88-5df19200aa26,Cafeteria Cook
o_altTitles/060f4c73-e647-43eb-bd6c-0403fa8fc341,Camp Cook
o_altTitles/aabfe2f6-a082-4e4d-933f-4dba6f12ffc9,Dietary Cook
o_altTitles/55ad9c73-7c52-4780-ab2e-dfe0bd7cbd1a,Dinner Cook
o_altTitles/9e0fa43d-e4cd-4620-98bf-deaef9f84a30,Galley Cook
o_altTitles/13fd68b6-4d5c-4560-9aed-141b23bf1b65,Institutional Cook
o_altTitles/5d1dd0b4-43f8-43a2-ab5c-5dfdb42279cb,Mess Cook
o_altTitles/6b504781-8ff8-4a89-ba0a-ab508635306f,Ranch Cook
o_altTitles/c3946660-af48-44d9-b56a-d01caa91f23c,School Cafeteria Cook
o_altTitles/0b68b0dc-7213-417c-95a6-bfa75ab31cf7,School Cook
o_altTitles/616d3915-ada8-4ac5-ba55-1fc5c84bea58,Ship's Cook
o_altTitles/b4f93dd3-068c-46fe-83dd-f2d92de783a1,Special Diet Cook
o_altTitles/2057e02e-fed8-4274-b19a-2b43cac19a43,Certified Personal Chef (CPC)
o_altTitles/f40a3fdc-3e6b-4a6b-9809-3fc760a18791,Culinary Worker
o_altTitles/4507e7e7-4f50-48fd-955c-f363fa344fbe,Holiday Food Prepper
o_altTitles/8db337ce-1a7f-4576-9c9c-266bfc799eaa,Household Cook
o_altTitles/53dad375-240c-4ca7-a2a9-19a092f5b60c,Private Chef
o_altTitles/a217413e-8472-438e-9508-78dfa8b6676a,Appetizer Preparer
o_altTitles/aa770336-0b92-48a5-9085-7429ec0bf52f,Assistant Cook
o_altTitles/16eb8896-186f-403f-813d-f81a6852350f,Back Line Cook
o_altTitles/1f9ddd64-2a39-4571-a297-23fe0af64e8d,Banquet Cook
o_altTitles/affa9f77-844a-41d0-9660-5954e807db5b,Breakfast Cook
o_altTitles/aaa81e9a-68e6-4265-9bea-487df16a126d,Broil Cook
o_altTitles/85ac23e1-7405-46dd-b977-8061d6968996,Broiler Cook
o_altTitles/10eeb454-7e40-470c-a1fe-5ad3fca5d9d4,Foreign Food Specialty Cook
o_altTitles/582bb74d-328b-45a7-825e-58ad4f853a9f,Ice Cream Chef
o_altTitles/2a31c15e-7490-4d00-a1f4-3d775192511b,Larder Cook
o_altTitles/cd9c0918-19e0-454d-8e68-68a829784fdd,Lead Cook
o_altTitles/82332ea9-3e72-4e46-a000-084e05ed6d7b,Prep Cook (Preparation Cook)
o_altTitles/524411b0-0889-4339-a4fa-c96979c4fd71,Railroad Cook
o_altTitles/d78a4e8d-2ab9-4c96-995e-dcdc9bfb4f9f,Sandwich Artist
o_altTitles/d47932af-bbff-4b11-b704-1b4bffcb280d,Specialty Foods Cook
o_altTitles/50587eeb-1662-4306-9fb7-57f5edd819f5,Station Cook
o_altTitles/2d64d71e-8381-4147-b724-b44434787a14,Vegetable Cook
o_altTitles/f248d662-c78a-4ea3-835f-82425b40cc60,Barbecue Cook
o_altTitles/f5bdc7c2-ebe0-4081-8489-de93176e8e35,Bed and Breakfast Cook (B&B Cook)
o_altTitles/b35e4893-012f-42b5-8a52-bb87e273b143,Chuck Wagon Cook
o_altTitles/2b1db3f0-8f1e-4919-af0a-c941ff82f532,Deli Cook (Delicatessen Cook)
o_altTitles/a204ee6e-8e8b-4f1b-b7ee-b84b51ad793d,Food and Beverage Attendant
o_altTitles/8be5fbe6-eacd-4ed6-ad86-2dc480c7ea60,Food Clerk
o_altTitles/e4935483-73b4-4d74-b95f-ed44558897fa,Griddle Attendant
o_altTitles/b2a19d39-d19e-4ada-b2f6-422bdb8a31f3,Griddle Cook
o_altTitles/a24cb111-7290-4656-bac5-b8bf2f4c6047,Grill Associate
o_altTitles/80017efd-7d1d-41a9-b722-570e19712c3c,Grill Attendant
o_altTitles/9072eded-2aaf-4d55-967e-4f91f2b02e91,Grill Person
o_altTitles/31139c2a-7e1a-41c2-8f45-23ea0eba3621,Hash Slinger
o_altTitles/eee13ac3-ac36-4d80-ab5c-699afcd624d1,Hasher
o_altTitles/374f0146-695c-40e4-9eb6-11972cacafe0,Short Order Cook
o_altTitles/cd7ac9a2-bac2-404c-a908-1921d7343136,Short Order Fry Cook
o_altTitles/1bf0c52d-caa3-4668-8bca-05e5abafb84a,Snack Bar Cook
o_altTitles/68e8a84e-3da8-4ade-bd7e-c4e3e36d4867,Falafel Cart Cook
o_altTitles/f453e68a-82da-4f53-979a-ca8d9bf233c8,Fraternity House Cook
o_altTitles/cefc2528-9329-48ce-a69a-bebe6b00e07d,Cafeteria Aide
o_altTitles/35ea419c-1c60-4a33-bd9c-362b95bc739f,Carver
o_altTitles/532a519e-12fe-4da0-8823-3619e1981224,Caterer Helper
o_altTitles/bcf8b230-b178-4736-83e2-55ae58691c90,Catering Assistant
o_altTitles/2d9869bb-c45e-4b5f-870d-d2888cb31596,Chicken and Fish Butcher
o_altTitles/15bbfe1e-eb45-48f8-aaa9-dca06d13eab2,Coffee Brewer
o_altTitles/2c2ad34e-b204-473e-9f80-6192db004496,Coffee Maker
o_altTitles/a6e1c33e-998c-49b5-bedc-de5262400882,Cold Meat Cook
o_altTitles/46b309fa-edbc-4962-a6da-32bb3fac5b30,Crew Mess Attendant
o_altTitles/39e9a491-798c-4532-8c04-2986cd2d1ae1,Deli Clerk (Delicatessen Clerk)
o_altTitles/2559beaa-27a6-4251-8c0f-831e11a8ec9a,Deli Slicer
o_altTitles/7672ca65-3eb2-4484-bbb1-0dc0cfc01402,Delicatessen Slicer
o_altTitles/14492cda-d7a4-4502-b7d2-ab4b558fc14d,Expeditor
o_altTitles/88c4efd5-7b07-4978-a1cf-c50531ef2e38,Food Handler
o_altTitles/ae7c63f5-f87f-47aa-94ce-ff8367abb3da,Food Order Expediter
o_altTitles/6e4da93d-7e92-47a4-8f32-73851bec1daa,Food Preparation Kitchen Aide
o_altTitles/8ce37f09-2fef-4f38-ad63-8e8fd9aa7c65,Food Preparation Worker
o_altTitles/ae4c8bcd-b3ad-4b4a-ae02-772c7ddb9c3b,Food Preparer
o_altTitles/98adb13e-ebdc-4377-8f5d-faa0242c66ec,Food Server
o_altTitles/53a5d0ba-15a1-410f-a99c-b28cf95acec6,Food Service Aide
o_altTitles/15a2d525-d95c-45a7-b04e-f745a0bf10a6,Food Tray Assembler
o_altTitles/21b89e25-54fe-4230-b27f-b9b10b300f39,Fruit and Vegetable Parer
o_altTitles/8fea2ad2-d5c2-4539-9c3f-b7f8a1ae2d23,Kitchen Assistant
o_altTitles/28e84fb7-b88d-4851-a002-1b155acf5f11,Kitchen Clerk
o_altTitles/40bb7457-3496-4e11-85ee-8cc54119518c,Kitchen Food Assembler
o_altTitles/81c04469-8b2c-4bba-b84e-7cc60010505c,Kitchen Hand
o_altTitles/d4e1e8a8-aa16-4436-86c9-820b886df49e,Kitchen Helper
o_altTitles/b5c75ed0-3ca4-4ee4-8de7-39f4201f464f,Kitchen Lead
o_altTitles/64434185-06bd-4d73-bbb0-75dcae2f1c69,Kitchen Runner
o_altTitles/f446f46c-3ff8-4c30-995c-d4199d80e269,Kitchen Staff
o_altTitles/e0717503-41d0-4e5b-b7ff-6cee3864015f,Kitchen Steward
o_altTitles/2f73c3ee-3a61-4a7c-afd7-fcbbe4d036cd,Kitchen Team Crew Member
o_altTitles/9bc00024-0e66-430e-9c6e-a6c00e186b45,Kitchen Team Member
o_altTitles/58611886-91b8-405e-9f76-641aad8cd18e,Kitchen Utility Associate
o_altTitles/7383c939-f8d4-40fe-ac91-e2e947d32abe,Line Server
o_altTitles/9df56fbb-2197-45b1-a262-9aa1a01b1849,Lineman
