_id,Scale ID,Task ID,O*NET-SOC Code
o_jobTaskRatings/215df3aa-ae6c-4a07-8163-c8c4553ae1f4,,3985,27-4011.00
o_jobTaskRatings/dd0c4492-7143-412d-9a48-3a478b78499d,,3984,27-4011.00
o_jobTaskRatings/33bfad5f-b1d1-4aed-ad17-37dc893bf235,,4003,27-4011.00
o_jobTaskRatings/73a34ad0-c49d-4bb4-9184-42b79091ab87,,3981,27-4011.00
o_jobTaskRatings/31bac0cc-5659-4c03-baa0-a206cbbaa92a,,3982,27-4011.00
o_jobTaskRatings/73083dd4-74e8-4b7b-a0b9-85610e3aaa46,,3989,27-4011.00
o_jobTaskRatings/d102b660-12a0-4436-a449-61532d811f5c,,18651,27-4011.00
o_jobTaskRatings/3f529997-59dc-4f8a-bd19-16297a240ce7,,3996,27-4011.00
o_jobTaskRatings/f11aaeae-b9e9-4b0a-bce1-e0bc463be023,,3992,27-4011.00
o_jobTaskRatings/3e8fad7f-dd84-42d5-9909-83a383684ac1,,3991,27-4011.00
o_jobTaskRatings/ded7d1d4-085b-4bb8-bd99-be9d98250693,,4000,27-4011.00
o_jobTaskRatings/6565f2fa-9cf7-415a-bef8-f1dd1e730829,,4001,27-4011.00
o_jobTaskRatings/8c6b48b1-7d40-4e4c-8746-13a497e784b3,,3988,27-4011.00
o_jobTaskRatings/8a909513-0291-4b92-9e9a-cc25280b5f54,,3995,27-4011.00
o_jobTaskRatings/b9e942f3-d59c-49e9-9c56-311878b03065,,3999,27-4011.00
o_jobTaskRatings/2f13c641-89ee-44b6-b018-2104b40261dc,,4006,27-4011.00
o_jobTaskRatings/30702555-8929-4c05-b0fc-a646bf1b194a,,3994,27-4011.00
o_jobTaskRatings/67a02297-ed4f-4faa-b334-6b06c76632ef,,4004,27-4011.00
o_jobTaskRatings/cbccb349-2f50-4e69-b2ad-6e7bd6a8d2a2,,3998,27-4011.00
o_jobTaskRatings/d6c30ab1-6f53-4f65-8ad5-d1256f617874,,18652,27-4011.00
o_jobTaskRatings/ebe5c821-7e33-422b-ba3c-96c61a31990c,,4005,27-4011.00
o_jobTaskRatings/a0412265-b53c-4835-a9d6-fb470c5cece5,,4014,27-4012.00
o_jobTaskRatings/b0eacd73-7640-44a1-95da-efce9510dd47,,18653,27-4012.00
o_jobTaskRatings/dc79f4b9-2c09-45fa-83db-e90b0fef0001,,4007,27-4012.00
o_jobTaskRatings/bb6986f9-49cd-4afb-a35c-11f7e4ea1c07,,4009,27-4012.00
o_jobTaskRatings/f221bf3c-d4a9-4c02-b6dc-3d9d3f6a8f17,,4011,27-4012.00
o_jobTaskRatings/f0ee2403-f575-479b-a87b-7161da196b33,,4012,27-4012.00
o_jobTaskRatings/ca805734-6284-4fe8-ba68-2b3f1097d911,,18654,27-4012.00
o_jobTaskRatings/14f93b38-90fa-4312-9a05-c72560d74f2c,,18655,27-4012.00
o_jobTaskRatings/5d460ae2-eb13-46e4-9614-86200071453c,,4013,27-4012.00
o_jobTaskRatings/2828542f-2b41-4261-85ec-91c33e604f61,,18656,27-4012.00
o_jobTaskRatings/fa66ce31-7db5-4158-8eab-c090633fdfbd,,4017,27-4012.00
o_jobTaskRatings/5abcacc1-cdd9-49fb-94c1-3218643367fa,,4008,27-4012.00
o_jobTaskRatings/41f5dff0-56f6-42ec-803b-4d8c01f2d70d,,4026,27-4012.00
o_jobTaskRatings/561f52b1-2c20-44c2-b394-ea0688bc7748,,4015,27-4012.00
o_jobTaskRatings/1e8387fc-0ef3-4fd3-82b0-0408ac7c4a0e,,4021,27-4012.00
o_jobTaskRatings/47121343-48fd-4a79-bc2b-8699459c33a0,,4022,27-4012.00
o_jobTaskRatings/8d2e70c6-b026-4620-877f-fe4a07b99fcb,,18658,27-4012.00
o_jobTaskRatings/9432b410-dbeb-45c6-b804-3c6d925eaab7,,4020,27-4012.00
o_jobTaskRatings/f09b724c-89d3-4d56-932d-8fc26d589dce,,4016,27-4012.00
o_jobTaskRatings/595007d9-3ae4-43ab-b876-51ef94f8b3ce,,4010,27-4012.00
o_jobTaskRatings/57958642-34a7-4ff1-bb29-30fb09f346ab,,18657,27-4012.00
o_jobTaskRatings/62bce6c4-d04c-4c18-851f-a47758e4faae,,4025,27-4012.00
o_jobTaskRatings/93468e36-f84d-4072-83f2-21be5125830c,,4018,27-4012.00
o_jobTaskRatings/b8cee454-e760-4d0d-b990-4b7efd41d593,,4024,27-4012.00
o_jobTaskRatings/e82041aa-5ffe-4a81-b96f-85697f4a16c5,,4023,27-4012.00
o_jobTaskRatings/8238689a-535b-46ce-a045-d6aed1eeea58,,4027,27-4012.00
o_jobTaskRatings/7ca19e4b-0c4d-4b2d-8b50-93ad7ce0c1e1,,18659,27-4012.00
o_jobTaskRatings/a14f1012-1277-42e2-81fa-aba18ac7f812,,4028,27-4012.00
o_jobTaskRatings/32e5659e-3fb7-4644-b772-50e9f5bdb366,,4029,27-4012.00
o_jobTaskRatings/2289d9bd-9aff-4624-8ca4-ce9bd4118bda,,14782,27-4013.00
o_jobTaskRatings/55dc3ee6-37b3-405d-aaaa-be5a03120ee9,,14783,27-4013.00
o_jobTaskRatings/41ffd279-4dff-4dca-860c-0baee68b58f3,,14784,27-4013.00
o_jobTaskRatings/2c5cfd49-f362-437a-aab4-abb7cf57ef7e,,14785,27-4013.00
o_jobTaskRatings/12fe5038-14ef-481c-8af0-44be330c2aab,,14786,27-4013.00
o_jobTaskRatings/343e2962-317e-4856-82aa-d1ee40ed101b,,14787,27-4013.00
o_jobTaskRatings/d9f9f3cd-6e87-42a6-8947-6ba279b51f0c,,14788,27-4013.00
o_jobTaskRatings/4fab68b5-840b-4c9f-856e-f1bcf09f4189,,14789,27-4013.00
o_jobTaskRatings/8158eee7-e091-445a-8213-41f751714fd6,,14790,27-4013.00
o_jobTaskRatings/f31623bd-3364-4838-be61-77b217d5c378,,14791,27-4013.00
o_jobTaskRatings/7843b5dd-5ba0-4ecb-9914-2ad080122c2b,,14792,27-4013.00
o_jobTaskRatings/8329fc33-1b6c-4f35-8f79-20e60c98956b,,14793,27-4013.00
o_jobTaskRatings/13898471-153e-4f92-aa1e-2182159d8338,,14794,27-4013.00
o_jobTaskRatings/8e1d1714-c3e1-42c0-a895-9d00aa60470b,,14795,27-4013.00
o_jobTaskRatings/e6dd7d8b-07e6-46a7-8952-65d480e11200,,14796,27-4013.00
o_jobTaskRatings/2bb52019-cc1d-4ade-aef7-93554fe17de4,,7720,27-4014.00
o_jobTaskRatings/a7d0d201-9cff-48b3-804f-5b38e3cb955d,,7723,27-4014.00
o_jobTaskRatings/921e1947-3796-429b-ab8c-63c394cb9617,,7727,27-4014.00
o_jobTaskRatings/18fed68d-d4e5-48bc-b78a-ee8799548f21,,7722,27-4014.00
o_jobTaskRatings/bed1ac32-e347-4291-b530-28e7f60b2092,,7729,27-4014.00
o_jobTaskRatings/0c5f2f07-fc34-4e6d-b12a-d99efb226452,,7725,27-4014.00
o_jobTaskRatings/bf50a369-2f05-4335-8ff7-201167346c0d,,7730,27-4014.00
o_jobTaskRatings/8894e6c2-de36-47f9-a268-b053feb8ad2a,,7724,27-4014.00
o_jobTaskRatings/89518a74-7ccb-40b0-a76c-cba4046201c5,,18662,27-4014.00
o_jobTaskRatings/b17370e1-d4e1-41ac-9fee-2e318ae1729d,,7726,27-4014.00
o_jobTaskRatings/2a7d0c6d-76a6-44eb-a2ea-ce4f73347151,,18661,27-4014.00
o_jobTaskRatings/b9881b83-29fe-4dd6-8f48-00cc1836706b,,7728,27-4014.00
o_jobTaskRatings/10f891c7-37c1-4e20-b1a4-d276b15847ca,,18660,27-4014.00
o_jobTaskRatings/66d7497e-1fe6-4445-be42-92b722a11193,,7731,27-4014.00
o_jobTaskRatings/45cd4efe-3a62-47a7-b8fd-02a916c649d6,,9345,27-4021.00
o_jobTaskRatings/6dff3128-de8b-4fa8-a95c-2049d8d39c98,,9347,27-4021.00
o_jobTaskRatings/9566a15a-32a0-45f5-8c33-8b460393f06d,,9344,27-4021.00
o_jobTaskRatings/1ec62850-fc29-4441-919f-7f47b6c98a30,,9346,27-4021.00
o_jobTaskRatings/a08b4c99-ed57-4c94-ba0b-e19acfba0122,,9352,27-4021.00
o_jobTaskRatings/63db046e-d667-4844-9b5e-57887a604a88,,20558,27-4021.00
o_jobTaskRatings/db6b6260-b3a5-4753-94b3-e7c3d419a8c3,,9355,27-4021.00
o_jobTaskRatings/4587279b-dc02-44e2-88c8-6bf5f8379361,,9350,27-4021.00
o_jobTaskRatings/b030e3b3-6a05-445c-a5c2-4628a713dfa0,,9354,27-4021.00
o_jobTaskRatings/d269c412-11ea-4803-b224-0cd4d8036b31,,9351,27-4021.00
o_jobTaskRatings/4c5f5f3f-975a-479e-8748-7d5326a04fb2,,9349,27-4021.00
o_jobTaskRatings/f6784dd4-0d17-4523-862d-3115b5584f68,,9358,27-4021.00
o_jobTaskRatings/de831bc4-7264-464e-aa90-bf3458782b21,,9356,27-4021.00
o_jobTaskRatings/7abbc641-659c-49a5-a144-4173faf795ed,,9343,27-4021.00
o_jobTaskRatings/262be88b-968f-43d7-9ee0-c322c8f89e69,,9361,27-4021.00
o_jobTaskRatings/90fd8418-c34f-417d-b3b9-65262fae3523,,9353,27-4021.00
o_jobTaskRatings/b3c42e74-2cc6-43c5-bfcd-214377392332,,9360,27-4021.00
o_jobTaskRatings/df8f1415-b194-43d3-b362-b91fa6b2bfb9,,20559,27-4021.00
o_jobTaskRatings/cb9f283e-f206-4000-938d-5ba788fffbd9,,9357,27-4021.00
o_jobTaskRatings/97515faf-e629-4920-992a-c037496cd86a,,9366,27-4021.00
o_jobTaskRatings/026d7e26-4aaa-4f11-b6c8-233fd6ba86e4,,9365,27-4021.00
o_jobTaskRatings/d1fa99ff-2400-4bb4-b0c5-490e778c45e2,,9362,27-4021.00
o_jobTaskRatings/05544fd3-0f0b-437e-84ab-2263f91216d3,,9363,27-4021.00
o_jobTaskRatings/ddd366ce-b992-4720-a7f0-6e0d6a8fc3c0,,20560,27-4021.00
o_jobTaskRatings/1fa1d44a-4906-4bb7-9284-793bc2a554f5,,9368,27-4021.00
o_jobTaskRatings/f0b018d3-c94e-4d50-817b-39526c4f929d,,20561,27-4021.00
o_jobTaskRatings/a630bcaa-3b10-4621-b19f-c77e8bf15afa,,9364,27-4021.00
o_jobTaskRatings/00380da9-59e3-4266-b148-f75c13b90a1b,,9367,27-4021.00
o_jobTaskRatings/6e4b71ae-7b33-4428-9e07-eda813202337,,9369,27-4021.00
o_jobTaskRatings/a1140be8-1732-4dbb-aba6-8130d7df8a5b,,4031,27-4031.00
o_jobTaskRatings/b19ac646-f60d-4b13-909d-bd3c9fcf8f86,,4030,27-4031.00
o_jobTaskRatings/3e2c24d0-355e-4dd3-badd-1fe0dd5a56c8,,4035,27-4031.00
o_jobTaskRatings/3c6730b1-22c3-4b22-baa1-b3b6491270c5,,4037,27-4031.00
o_jobTaskRatings/395cb2c5-0fe7-4375-bea2-a0063da74f67,,4032,27-4031.00
o_jobTaskRatings/f2171a18-de22-4098-a0fb-b1930460de04,,4038,27-4031.00
o_jobTaskRatings/34a83747-9d61-4d6f-b0b5-b167223e89ed,,18664,27-4031.00
o_jobTaskRatings/92b5cc2a-5d51-483b-8653-57390ab147d5,,4033,27-4031.00
o_jobTaskRatings/abccb760-b463-4b8d-99c0-835131422dab,,18666,27-4031.00
o_jobTaskRatings/e53b606c-e52f-4501-b702-7954020d46e3,,18663,27-4031.00
o_jobTaskRatings/7d67178e-d2dd-4ae1-b6a0-6597de86f972,,4039,27-4031.00
o_jobTaskRatings/95d8bfa7-65e1-4d16-8fed-5037decd5446,,18665,27-4031.00
o_jobTaskRatings/1760a02f-fdd0-4c99-86c9-c2a3a1b70c69,,4046,27-4031.00
o_jobTaskRatings/e59de922-d840-4ca4-aa43-e4b426a22e7b,,4044,27-4031.00
o_jobTaskRatings/23b17b38-525a-4325-a3ae-83b57c2c2195,,18669,27-4031.00
o_jobTaskRatings/98a57c89-e56c-460e-9001-ffb5d54102f8,,4043,27-4031.00
o_jobTaskRatings/b1bc7d71-4790-4fa0-972a-347b3ebc955c,,4042,27-4031.00
o_jobTaskRatings/e33dd75f-4759-44d5-a37b-9e3d02e66883,,18668,27-4031.00
o_jobTaskRatings/eeafa1bb-a6b1-464f-8c78-4890eb8b2843,,18671,27-4031.00
o_jobTaskRatings/acabc12c-e9fb-4c69-8c91-99d756cf471f,,18670,27-4031.00
o_jobTaskRatings/96a57c5c-866e-4fbf-a78c-569680e5d6ac,,4041,27-4031.00
o_jobTaskRatings/521fd5b9-873e-4fe2-8b86-6a9e95c454a1,,4048,27-4031.00
o_jobTaskRatings/4d3805e7-88fc-4fef-ad2e-60d4fda355c1,,18667,27-4031.00
o_jobTaskRatings/6f8ffcc0-445c-4bc5-bc3d-3d2f80094efa,,4045,27-4031.00
o_jobTaskRatings/ca2b99ab-fff3-4eba-9e63-d1ac3c8be614,,4057,27-4032.00
o_jobTaskRatings/9f8188c0-02f1-4765-97c7-3523b9a29853,,4058,27-4032.00
o_jobTaskRatings/964522bb-aac7-4999-a217-2b0abe2240e6,,4066,27-4032.00
o_jobTaskRatings/e7f9d823-016b-4ee0-9053-f8865e313f24,,4055,27-4032.00
o_jobTaskRatings/b6d0d107-e70a-49bf-82e9-e4b47ed477f5,,4061,27-4032.00
o_jobTaskRatings/1f65c4c4-86b1-4882-a71f-22e1220f1298,,4053,27-4032.00
o_jobTaskRatings/6ab3a0b2-12ca-4f06-9e5c-821554fca099,,4052,27-4032.00
o_jobTaskRatings/407f25b3-d731-4188-8def-83b7ac3c0166,,4050,27-4032.00
o_jobTaskRatings/b3265f5b-7fca-4372-b2f9-5c2960c8de07,,4054,27-4032.00
o_jobTaskRatings/82e6992b-5602-42d6-acf2-96d0c9a971a4,,4056,27-4032.00
o_jobTaskRatings/debdfeb9-9f64-49d2-b041-a4cfd660c73e,,4062,27-4032.00
o_jobTaskRatings/5ecafe90-dbab-4e0c-bacb-3e30ddcd4c0b,,4060,27-4032.00
o_jobTaskRatings/b360bdce-5248-4cd9-9312-658ed1ce6863,,4063,27-4032.00
o_jobTaskRatings/69c67791-21f1-4f16-a075-76c987298953,,4068,27-4032.00
o_jobTaskRatings/9044e457-2331-4abd-ba4f-560ba3b1c149,,4065,27-4032.00
o_jobTaskRatings/a40a35c0-2598-40ff-a6d9-bc55121ee98c,,4064,27-4032.00
o_jobTaskRatings/619bd583-953a-4a08-a2f4-f1bb29b2b724,,4059,27-4032.00
o_jobTaskRatings/76842346-91e9-491c-9fd3-e8d406d0b1af,,4069,27-4032.00
o_jobTaskRatings/b263dba7-2804-4439-a6a0-ebfa4c4dd357,,4070,27-4032.00
o_jobTaskRatings/cbb7ed43-07df-4bf4-b052-451a8f2bfe48,,4051,27-4032.00
o_jobTaskRatings/5be47a37-8147-4a75-b8b3-7da99160d11e,,4067,27-4032.00
o_jobTaskRatings/9c8de363-8a02-4bbb-9c34-70a7387d43c2,,4072,27-4032.00
o_jobTaskRatings/1d3a9953-9f9b-43f6-872d-1f9c306ca6ce,,4071,27-4032.00
o_jobTaskRatings/783bf9de-4e3b-4b92-b8a5-ad289299c84a,,6914,29-1011.00
o_jobTaskRatings/39e9d59a-d5c2-4299-ae9c-b13c78aef83a,,6915,29-1011.00
o_jobTaskRatings/98f622d6-6c67-4894-86ce-08dfc8d4b3c8,,6913,29-1011.00
o_jobTaskRatings/6f83946c-9d88-4b03-a986-dd1d321b534d,,6918,29-1011.00
o_jobTaskRatings/10439d5f-041a-4928-94b7-0da73d180376,,6916,29-1011.00
o_jobTaskRatings/09b6ec21-f1dc-4902-8181-41aa5395f585,,6917,29-1011.00
o_jobTaskRatings/fe517f56-c3c2-422f-8e55-2c0795235c9c,,6919,29-1011.00
o_jobTaskRatings/c4e24cd8-cdc0-4f7f-a8ae-0d104ac1c4ce,,6920,29-1011.00
o_jobTaskRatings/1d20bbb7-77c9-4349-9235-66ef7bf5eadb,,6922,29-1011.00
o_jobTaskRatings/44e7021e-06da-4a29-913d-2d5962042f33,,20403,29-1011.00
o_jobTaskRatings/ab72f4e9-73f6-4b39-8d31-025993ac9d34,,6923,29-1011.00
o_jobTaskRatings/e9f91fad-6b75-4370-ac29-14e24fbfe892,,20562,29-1021.00
o_jobTaskRatings/a0efe217-ae3b-4590-879f-e8448f0afcc2,,6926,29-1021.00
o_jobTaskRatings/ea4f02c0-ee4d-4bf2-90dd-2d8ebc199d43,,6925,29-1021.00
o_jobTaskRatings/05f059ef-2e1f-4450-afbf-7d0f14a6b6a7,,20563,29-1021.00
o_jobTaskRatings/54a05fce-0737-4935-b45e-ecf91294dd64,,6927,29-1021.00
o_jobTaskRatings/5588c269-8695-46a1-87eb-96650b032df7,,6931,29-1021.00
o_jobTaskRatings/112e1b0f-3f66-400a-8870-74eaa93f569b,,6933,29-1021.00
o_jobTaskRatings/a5ba5353-cbf4-46cc-b2f9-5b6adad38660,,6929,29-1021.00
o_jobTaskRatings/b71117e9-6d34-481c-9468-7279f786e10b,,6930,29-1021.00
o_jobTaskRatings/efb583d1-5254-4937-b8f1-67d0672b7018,,6932,29-1021.00
o_jobTaskRatings/2ac2b50a-6f01-41c1-95cb-9c05d76e72d4,,6935,29-1021.00
o_jobTaskRatings/7f257d02-a5b5-4572-bfc5-96db4b258cd0,,6938,29-1021.00
o_jobTaskRatings/f9698b0b-400c-4032-ac1f-1d4c14ef568c,,20564,29-1021.00
o_jobTaskRatings/6f52f2a8-2c2f-47ca-ab14-2bc83a140dc8,,6934,29-1021.00
o_jobTaskRatings/c5055928-f62f-4020-804c-2332ff2b1a95,,6939,29-1021.00
o_jobTaskRatings/bb95a98e-96c4-4495-b2d0-0404e14de54a,,6936,29-1021.00
o_jobTaskRatings/64319e6a-c99b-4641-b2cb-af47fe7aa3e9,,6937,29-1021.00
o_jobTaskRatings/c08ebcbe-81e3-4a23-96d8-9e50ca390fbd,,6942,29-1021.00
o_jobTaskRatings/bfaefcb2-5f19-4a3e-9bac-1bb53b17997b,,6941,29-1021.00
o_jobTaskRatings/2f52435d-1710-473a-bda8-1bc8298c76b7,,6943,29-1021.00
o_jobTaskRatings/cd2b5d16-c3fe-43e6-9fce-6baa77b080dd,,9370,29-1022.00
o_jobTaskRatings/e81c99a0-b96b-4830-9d14-7374f188fdd4,,9373,29-1022.00
o_jobTaskRatings/96676e14-781f-4490-ac83-a47b8e29139c,,9372,29-1022.00
o_jobTaskRatings/d2e7cb62-3092-4c6d-b1dd-8c3a24e936d6,,9374,29-1022.00
o_jobTaskRatings/5ecc64dd-5e2f-4be0-bb5e-426d8f05d0f1,,9371,29-1022.00
o_jobTaskRatings/d0beada1-c9fb-43f9-9fe5-db59f397590a,,9376,29-1022.00
o_jobTaskRatings/cbe10e4f-e733-42c5-8495-d5c9a58eb21e,,9375,29-1022.00
o_jobTaskRatings/3d291ea2-e0a6-4601-8281-5856e5ccd7eb,,9378,29-1022.00
o_jobTaskRatings/7599bed7-9205-442d-8c3c-fb092ec1054c,,9377,29-1022.00
o_jobTaskRatings/2c4b5616-b368-40fc-8d53-1f12e55a7443,,9380,29-1022.00
o_jobTaskRatings/3ca94bb2-09f9-4f82-a674-24a56cbca1b3,,9379,29-1022.00
o_jobTaskRatings/101991e1-2e20-4b5b-98db-5383b2592e6f,,20244,29-1022.00
o_jobTaskRatings/b67e603f-5789-470d-9ebf-2616bfe73f55,,20245,29-1022.00
o_jobTaskRatings/41fcac1e-139e-4c0a-8b0e-22d462153f03,,9382,29-1022.00
o_jobTaskRatings/8c591bc0-b27b-4da7-a8ae-b9422804a84a,,7733,29-1023.00
o_jobTaskRatings/2f775b9b-e1ec-4f14-9788-f72c552aa81c,,7737,29-1023.00
o_jobTaskRatings/264829b3-3da9-467f-8bb1-d32f6f4e46fe,,7732,29-1023.00
o_jobTaskRatings/da5a6a75-72d0-48f4-81c4-584ebd2b9d5b,,7734,29-1023.00
o_jobTaskRatings/fe491734-4560-4f93-bf58-bf887335e1e9,,7735,29-1023.00
o_jobTaskRatings/96aae61b-0959-40cd-8edf-f673838f902c,,7738,29-1023.00
o_jobTaskRatings/5c09e947-87b9-44a8-ba9b-12ef048eb36e,,7739,29-1023.00
o_jobTaskRatings/ab686667-7696-4096-ab62-0a6b467cb688,,7736,29-1023.00
o_jobTaskRatings/268dc08c-4850-4e67-b80f-2a81627bffc5,,7741,29-1023.00
o_jobTaskRatings/c194f760-2c0d-4dce-8592-8b7241ff801e,,7740,29-1023.00
o_jobTaskRatings/91c61386-f2ef-4685-aa49-be7d1813c812,,7745,29-1024.00
o_jobTaskRatings/8a725f56-1400-4ca0-b35f-5777a1e57e7c,,20246,29-1024.00
o_jobTaskRatings/0d9b42b2-8e41-475f-b112-dad30163879c,,7744,29-1024.00
o_jobTaskRatings/cd1a203d-dbec-451c-9678-767090f910df,,7743,29-1024.00
o_jobTaskRatings/c0372463-8c19-4247-95d0-37cc25755109,,7748,29-1024.00
o_jobTaskRatings/c100027e-19f8-416a-98fa-87672d6bdb7e,,7746,29-1024.00
o_jobTaskRatings/bea58b6c-35da-406f-8d9e-06fb99ab96f7,,7747,29-1024.00
o_jobTaskRatings/928baf27-b396-40fa-b5cd-e9ceed63fb1d,,7751,29-1024.00
o_jobTaskRatings/667ab921-51a9-4239-b95f-26093d43d843,,7749,29-1024.00
o_jobTaskRatings/f7e74c16-8a4e-4cc8-850a-45734ff419d8,,7750,29-1024.00
o_jobTaskRatings/12d249e5-4fd3-487c-a84e-8a23f9cde1b2,,7752,29-1024.00
o_jobTaskRatings/e52914a0-2888-40a0-abdc-66239325bdaa,,318,29-1031.00
o_jobTaskRatings/af59f300-0b8e-4514-a50c-141b8e7fe19c,,314,29-1031.00
o_jobTaskRatings/202f8b72-72b7-4bbd-b50c-5b5ba0539c4c,,316,29-1031.00
o_jobTaskRatings/47f2b897-455b-4527-8d5f-2e34007467db,,317,29-1031.00
o_jobTaskRatings/28134eac-f26d-4c6d-86c0-245fd2cdb4b5,,315,29-1031.00
o_jobTaskRatings/bd6e7b8f-fa91-45f0-b32a-23fd41f36f1f,,330,29-1031.00
o_jobTaskRatings/34813799-c1ff-4f20-ba3d-c888807e815e,,333,29-1031.00
o_jobTaskRatings/1a07c81d-c667-4590-af7a-894683231a33,,324,29-1031.00
o_jobTaskRatings/cf692e9c-4232-4fed-b2c3-de288b100860,,326,29-1031.00
o_jobTaskRatings/dd623767-7315-485d-b3ee-b074ee1aa52b,,327,29-1031.00
o_jobTaskRatings/de91a39b-c65c-4005-855d-357e25e72269,,332,29-1031.00
o_jobTaskRatings/03bc3837-7ef2-470a-93cf-ea922cd67992,,321,29-1031.00
o_jobTaskRatings/fff89956-a474-4515-85c7-3dd2ed21bd18,,325,29-1031.00
o_jobTaskRatings/edddd1b0-3906-4036-829d-659e051ed7c3,,329,29-1031.00
o_jobTaskRatings/716851ec-1d87-407b-b3d2-feacec6961e7,,323,29-1031.00
o_jobTaskRatings/5c2a0125-d076-4910-bad3-4a243859b754,,334,29-1031.00
o_jobTaskRatings/d3685b1a-b183-4425-bca3-2119295810f5,,322,29-1031.00
o_jobTaskRatings/62ec04e3-6e11-4811-a098-b273e57bce6c,,328,29-1031.00
o_jobTaskRatings/5e331ba4-f0fe-45e2-b70d-9cae7e98420a,,331,29-1031.00
o_jobTaskRatings/1e23f391-4718-4252-84ed-2ceb019489b1,,320,29-1031.00
o_jobTaskRatings/bd3eb4d1-b765-41f8-9a2c-db00446cf061,,319,29-1031.00
o_jobTaskRatings/3b370356-61a6-4842-a5a2-2a7372f15409,,336,29-1031.00
o_jobTaskRatings/78a9c2cc-a2b7-44c3-99d3-9adda2c44c0f,,335,29-1031.00
o_jobTaskRatings/3eb698d9-8c28-4ce0-b227-0a792b4bb742,,337,29-1041.00
o_jobTaskRatings/408b85a4-f2a6-4988-bf32-58beb94cddb2,,339,29-1041.00
o_jobTaskRatings/33fe3910-498a-4763-8acf-512da0dbba0b,,338,29-1041.00
o_jobTaskRatings/e06074cc-e443-48c9-a2d0-977655c66926,,340,29-1041.00
o_jobTaskRatings/769866b0-a647-4e4d-92f1-2a069dd63993,,343,29-1041.00
o_jobTaskRatings/f4d9ef3e-8585-4916-8df5-53d3c19c0098,,345,29-1041.00
o_jobTaskRatings/92342251-9873-4bfb-b5ff-ce39f2e82105,,341,29-1041.00
o_jobTaskRatings/2abd0b7d-136b-4511-a0e0-c9f1ddae7f9d,,342,29-1041.00
o_jobTaskRatings/824f20b4-3b3c-4673-8269-660fb573310f,,344,29-1041.00
o_jobTaskRatings/60111028-1fed-41fe-9179-315558ec0b00,,346,29-1041.00
o_jobTaskRatings/0bdf86a4-4448-4ad1-80da-73ce4f1f2eae,,1808,29-1051.00
o_jobTaskRatings/a9f80431-2d88-443b-9cc6-1cafcb538615,,1809,29-1051.00
o_jobTaskRatings/de60700b-074e-4f59-82e9-3fc7a6408a75,,1812,29-1051.00
o_jobTaskRatings/436a9a40-ec53-4810-b5d3-89783be706fc,,1820,29-1051.00
o_jobTaskRatings/3c2ade00-66ff-4028-a6e3-2dfde3da60f5,,1824,29-1051.00
o_jobTaskRatings/fbe7a74e-8f18-45f3-8077-524e179eed2a,,1815,29-1051.00
o_jobTaskRatings/97fdf8ad-3b7c-4e19-9513-1c8035cd86f2,,1811,29-1051.00
o_jobTaskRatings/bbb0890b-42ae-4ac9-9754-b69966745816,,1810,29-1051.00
o_jobTaskRatings/3b3b9080-c6d1-4021-9d90-5f090a5b733b,,1814,29-1051.00
o_jobTaskRatings/f683ca0a-7169-4a4e-a531-f6e789b769a4,,1816,29-1051.00
o_jobTaskRatings/1d890138-8cae-4e79-a825-8bc08c7e1cce,,1822,29-1051.00
o_jobTaskRatings/5b761de4-05b8-4b90-a2d5-c6ab03854dab,,1813,29-1051.00
o_jobTaskRatings/09e9e39b-d24f-4428-bbe6-0f96b2a33202,,20404,29-1051.00
o_jobTaskRatings/5b309187-3c83-4bf0-a40d-fedabc6980c4,,20405,29-1051.00
o_jobTaskRatings/6a5ef136-7843-48fd-a814-2ee756a31bcf,,1825,29-1051.00
o_jobTaskRatings/f0a6391e-8af1-4f8f-962a-cf8f4f1cd776,,1818,29-1051.00
o_jobTaskRatings/976aea14-85c9-4e0a-978e-225f5ca2071a,,1823,29-1051.00
o_jobTaskRatings/2a5672ed-c64c-4b44-931e-5194b30f0844,,1819,29-1051.00
o_jobTaskRatings/e1cd90df-c5a0-4a89-badd-655be4a318dd,,20406,29-1051.00
o_jobTaskRatings/243c3fc2-b733-4f7e-99b4-364dc5ab13d6,,1826,29-1051.00
o_jobTaskRatings/2c031d6e-cbe2-46b0-b654-630d14fabeee,,7754,29-1061.00
o_jobTaskRatings/edb5fad2-417a-41d3-8927-9c6e8fbd0f1c,,7756,29-1061.00
o_jobTaskRatings/14e9761b-44a7-4de4-8c90-bc788f461440,,7755,29-1061.00
o_jobTaskRatings/14471e59-d9cc-456c-ad4e-adae37bbc323,,7753,29-1061.00
o_jobTaskRatings/22daee35-ffd2-4cb0-8d52-29869ab7d7eb,,7757,29-1061.00
o_jobTaskRatings/f1d2d96f-d40f-438c-9ada-954bf16615ec,,7758,29-1061.00
o_jobTaskRatings/f280fbd9-7b48-430d-a662-0da687e53dd2,,7760,29-1061.00
o_jobTaskRatings/59728c82-df78-42eb-a697-288f55d84539,,7759,29-1061.00
o_jobTaskRatings/9b277cb3-03db-4db0-a16a-0badd66ead18,,7761,29-1061.00
o_jobTaskRatings/ac2ecce6-1f2a-4f8c-a01b-6d3a48fd6b03,,7763,29-1061.00
o_jobTaskRatings/1f344c18-10a1-448f-9037-0125e6d5f71f,,7767,29-1061.00
o_jobTaskRatings/e9ecfe40-3506-4a8e-b14d-f3d7a3d268b6,,7766,29-1061.00
