_id,Element ID,DWA ID,DWA Title
o_dwa/b4d66596-f84c-4a10-96ec-b853b2ec2c35,4.A.3.a.2,4.A.3.a.2.I12.D07,Cut wood components for installation.
o_dwa/dc97dcbf-4794-490a-96e5-b88be0d6334b,4.A.3.a.2,4.A.3.a.2.I12.D08,Cut fabrics.
o_dwa/f23f355b-8567-4a86-85bc-67c20182d996,4.A.3.a.2,4.A.3.a.2.I12.D09,Trim excess material from installations.
o_dwa/c9cc705f-0138-46ad-9509-28c3551f758c,4.A.3.a.2,4.A.3.a.2.I12.D10,Cut glass.
o_dwa/bdce12d0-a71b-47f3-ae35-3594528c790f,4.A.3.a.2,4.A.3.a.2.I12.D11,"Cut carpet, vinyl or other flexible materials."
o_dwa/6170746e-abc7-4b64-b24b-17bcb16eaeff,4.A.3.a.2,4.A.3.a.2.I13.D01,Prepare explosives for detonation.
o_dwa/f93fbe78-2152-4d67-ac17-7e7b4e4857a8,4.A.3.a.2,4.A.3.a.2.I13.D02,Immerse objects or workpieces in cleaning or coating solutions.
o_dwa/39538f2a-22d8-4f92-98ad-638aca5345dd,4.A.3.a.2,4.A.3.a.2.I13.D03,Prepare excavation or extraction sites for commissioning or decommissioning.
o_dwa/bd2d57bf-3a44-41c3-9946-ed7f099af7e3,4.A.3.a.2,4.A.3.a.2.I13.D04,Prepare hazardous waste for processing or disposal.
o_dwa/13c7c6ea-90f5-4140-8ec3-5e3ba352262c,4.A.3.a.2,4.A.3.a.2.I13.D05,Heat material or workpieces to prepare for or complete production.
o_dwa/6c29224b-13c7-44a3-97e4-b8979ceacbaf,4.A.3.a.2,4.A.3.a.2.I13.D06,"Melt metal, plastic, or other materials to prepare for production."
o_dwa/861cfcd7-2d0e-4fcc-ad09-86e106fb503e,4.A.3.a.2,4.A.3.a.2.I13.D07,Prepare fabrics or materials for processing or production.
o_dwa/d1bd9541-aefe-4b41-b3c4-c121e31475cb,4.A.3.a.2,4.A.3.a.2.I13.D08,"Prepare biological feedstock for physical, chemical, or biological processing."
o_dwa/eef2acbf-7dd8-4e3e-ba68-64ae0bfca6e4,4.A.3.a.2,4.A.3.a.2.I13.D09,Prepare materials for processing.
o_dwa/32976591-c8ae-41fe-bb40-9e633acba902,4.A.3.a.2,4.A.3.a.2.I13.D10,Skim impurities from molten metal.
o_dwa/ce0d7670-664d-4d63-963b-46d9cfbc5bd3,4.A.3.a.2,4.A.3.a.2.I13.D11,Ignite fuel to activate heating equipment.
o_dwa/4f49fb1d-2908-47f5-96b1-fbb30450d153,4.A.3.a.2,4.A.3.a.2.I14.D01,Cut trees or logs.
o_dwa/529f5208-45f3-4193-9f2e-1b5bd52d2f2a,4.A.3.a.2,4.A.3.a.2.I14.D02,Trim trees or other vegetation.
o_dwa/e2dce23a-ed51-4b4f-9ceb-599fed98faaf,4.A.3.a.2,4.A.3.a.2.I15.D01,Grind parts to required dimensions.
o_dwa/2436ec9a-9803-4761-a943-59caef2188fa,4.A.3.a.2,4.A.3.a.2.I15.D02,"Remove dents from equipment, materials, tools or structures."
o_dwa/bbe2b352-823d-4b29-bd9d-1e09a4855380,4.A.3.a.2,4.A.3.a.2.I15.D03,Smooth surfaces of objects or equipment.
o_dwa/3b1606f8-4306-47ec-a924-8233f7a195c7,4.A.3.a.2,4.A.3.a.2.I15.D04,"Polish materials, workpieces, or finished products."
o_dwa/3a601576-adc8-4ebf-a6e0-435008cfbae7,4.A.3.a.2,4.A.3.a.2.I15.D05,Smooth metal surfaces or edges.
o_dwa/5278197e-56e9-49f5-8977-6460da44a20a,4.A.3.a.2,4.A.3.a.2.I15.D06,Smooth surfaces with abrasive materials or tools.
o_dwa/d3e6062e-f432-44c3-b278-cfcab14c7ec3,4.A.3.a.2,4.A.3.a.2.I16.D01,"Install energy-efficient heating, ventilation, or air conditioning (HVAC) equipment."
o_dwa/1faf7548-14e0-492e-828e-8fabc70f04ec,4.A.3.a.2,4.A.3.a.2.I16.D02,Install solar energy systems.
o_dwa/bdad5417-0896-48ba-9530-90c445aa30dc,4.A.3.a.2,4.A.3.a.2.I16.D03,"Install heating, ventilation, or air conditioning (HVAC) equipment."
o_dwa/570734dc-9652-474c-a335-de4ecfdfbfdb,4.A.3.a.2,4.A.3.a.2.I17.D01,Cast molds of patient anatomies to create medical or dental devices.
o_dwa/71c2b4a8-2eb0-42f1-8a75-0f8b25b8009b,4.A.3.a.2,4.A.3.a.2.I17.D02,Make patient-assistive devices or device models.
o_dwa/d7e68d33-55e6-47c3-8b8f-a3e2546c6ff7,4.A.3.a.2,4.A.3.a.2.I17.D03,Fabricate medical devices.
o_dwa/759b6696-4794-4559-b8e9-36eb6ed345d1,4.A.3.a.2,4.A.3.a.2.I17.D04,Construct customized assistive medical or dental devices.
o_dwa/b4c72c36-60fc-4850-9d63-933716aa2310,4.A.3.a.2,4.A.3.a.2.I18.D01,Direct vehicle traffic.
o_dwa/34f307f2-e542-4afb-b9c5-3d1b1442242c,4.A.3.a.2,4.A.3.a.2.I19.D01,Remove parts or components from vehicles.
o_dwa/05473f24-548c-4bcb-ae12-31f1492db31b,4.A.3.a.2,4.A.3.a.2.I19.D02,Disassemble equipment for maintenance or repair.
o_dwa/5ce070b7-c711-4d35-b242-f04d4c74eb56,4.A.3.a.2,4.A.3.a.2.I19.D03,Disassemble equipment to inspect for deficiencies.
o_dwa/3cdf732f-f810-45ce-97db-62fb1b8620b1,4.A.3.a.2,4.A.3.a.2.I19.D04,"Remove accessories, tools, or other parts from equipment."
o_dwa/5d404644-3de2-492e-9e55-3a2b74f57767,4.A.3.a.2,4.A.3.a.2.I19.D05,Dismantle equipment or temporary structures.
o_dwa/aebd5335-387c-44c5-8621-85f7c05ab821,4.A.3.a.2,4.A.3.a.2.I19.D06,Remove parts or components from equipment.
o_dwa/f800bc70-37d8-4531-bdeb-38005e660aab,4.A.3.a.2,4.A.3.a.2.I19.D07,Dismantle heavy equipment or machinery.
o_dwa/71594157-d0d1-41f7-bd08-ed3895652fb7,4.A.3.a.2,4.A.3.a.2.I20.D01,"Install electrical components, equipment, or systems."
o_dwa/73ed60f4-788c-45f6-90ea-a74b56103895,4.A.3.a.2,4.A.3.a.2.I20.D02,Install drilling equipment.
o_dwa/421c7e9a-b824-4c37-9eec-4d5d2512cc2d,4.A.3.a.2,4.A.3.a.2.I20.D03,Install audio or communications equipment.
o_dwa/919fae01-105a-4195-9ef6-096f795844fc,4.A.3.a.2,4.A.3.a.2.I20.D04,Install production equipment or systems.
o_dwa/27a8e2c7-b7a0-4346-b633-3cb9d04bd7e5,4.A.3.a.2,4.A.3.a.2.I20.D05,Install instrumentation or electronic equipment or systems.
o_dwa/1e0dff45-711f-4e39-95f0-d23dfe7e0a60,4.A.3.a.2,4.A.3.a.2.I20.D06,Install metering equipment.
o_dwa/cf2a293d-3fb8-41e3-a6f3-c154ed533c3e,4.A.3.a.2,4.A.3.a.2.I20.D07,Install home appliances.
o_dwa/6d786e8a-8508-450e-a6b0-eae9b76e0d45,4.A.3.a.2,4.A.3.a.2.I21.D01,"Treat nails by shaping, decorating, or augmenting."
o_dwa/596b15e1-2255-480c-b176-eda8e1e90ff6,4.A.3.a.2,4.A.3.a.2.I21.D02,"Apply cleansing or conditioning agents to client hair, scalp, or skin."
o_dwa/775b3f4e-0e8b-4e5f-9fd7-71503d7514a2,4.A.3.a.2,4.A.3.a.2.I21.D03,Apply solutions to hair for therapeutic or cosmetic purposes.
o_dwa/ea4c9e2d-c672-4a3c-be67-24edcbb9dfbc,4.A.3.a.2,4.A.3.a.2.I21.D04,Apply makeup to alter or enhance appearance.
o_dwa/ea799158-ea02-4d19-9f5c-33368378e8fa,4.A.3.a.2,4.A.3.a.2.I22.D01,Adjust position of molds during processing.
o_dwa/d00a68d0-f29b-4d1c-842b-1261c6e81318,4.A.3.a.2,4.A.3.a.2.I22.D02,Position safety or support equipment.
o_dwa/b1ef6c5e-4f9c-4638-a371-44596199aeb9,4.A.3.a.2,4.A.3.a.2.I22.D03,Position animal trapping or capture equipment.
o_dwa/adf31b78-4223-4177-bab6-071283931380,4.A.3.a.2,4.A.3.a.2.I22.D04,Position construction forms or molds.
o_dwa/01d717f3-c09f-49c5-a67b-edb60e92f919,4.A.3.a.2,4.A.3.a.2.I22.D05,Position construction or extraction equipment.
o_dwa/418928d7-25b4-42d8-ad91-a8ca3d02797c,4.A.3.a.2,4.A.3.a.2.I22.D06,"Position equipment using hand tools, power tools, or heavy equipment."
o_dwa/11a4fcc3-7f60-4531-a727-535a167f3b70,4.A.3.a.2,4.A.3.a.2.I22.D07,"Position patterns on equipment, materials, or workpieces."
o_dwa/28d4ed4b-03fd-480e-8d57-79e42d0492bf,4.A.3.a.2,4.A.3.a.2.I22.D08,Level machines or equipment.
o_dwa/055d71c4-4861-466f-8611-cbc72859e6b1,4.A.3.a.2,4.A.3.a.2.I22.D09,Position containers to receive materials or workpieces.
o_dwa/d75637d3-6ac1-4151-b1a5-231f1cedcde9,4.A.3.a.2,4.A.3.a.2.I22.D10,Position material handling equipment.
o_dwa/35969770-ffef-4d5a-ad5f-f03124792212,4.A.3.a.2,4.A.3.a.2.I23.D01,"Secure watercraft to docks, wharves or other vessels."
o_dwa/96a7e8dc-8cfa-4823-ae6d-a22d402828cd,4.A.3.a.2,4.A.3.a.2.I24.D01,Adjust prostheses or other assistive devices.
o_dwa/3d3bf3a2-efb5-4735-a785-7044826bdf54,4.A.3.a.2,4.A.3.a.2.I24.D02,Adjust dental devices or appliances to ensure fit.
o_dwa/e9fcfe15-4f06-4c3c-8363-72223eecea74,4.A.3.a.2,4.A.3.a.2.I25.D01,"Engrave designs, text, or other markings onto materials, workpieces, or products."
o_dwa/b89e4001-df95-4d05-b820-4eca53662b8c,4.A.3.a.2,4.A.3.a.2.I26.D01,Embalm corpses.
o_dwa/1b38410a-4c69-4110-ba25-be4f14604225,4.A.3.a.2,4.A.3.a.2.I27.D01,Fabricate devices or components.
o_dwa/4fcee850-441a-42bb-b707-127e96735c8a,4.A.3.a.2,4.A.3.a.2.I27.D02,Fabricate parts or components.
o_dwa/070d0cc0-b130-41ec-aa0f-96ef911b5b49,4.A.3.a.2,4.A.3.a.2.I27.D03,Fabricate products or components using machine tools.
o_dwa/e584346a-6b58-492e-86d2-f3bf3b3dc6f3,4.A.3.a.2,4.A.3.a.2.I28.D01,Attach decorative or functional accessories to products.
o_dwa/23e1f968-5ccf-4e4e-978e-51221cd986cf,4.A.3.a.2,4.A.3.a.2.I28.D02,"Construct distinctive physical objects for artistic, functional, or commercial purposes."
o_dwa/8cf8c748-bd9a-4b04-907a-878c58e91996,4.A.3.a.2,4.A.3.a.2.I29.D01,Slaughter animals.
o_dwa/1291e6ea-110f-4a51-b449-ce9ef712ade1,4.A.3.a.2,4.A.3.a.2.I29.D02,Remove skin or other body parts from animals.
o_dwa/6fc19838-a87e-4917-94e1-b088ff9ca8a5,4.A.3.a.2,4.A.3.a.2.I29.D03,Process animal carcasses.
o_dwa/a4af0fa4-607e-44df-b842-51affa3c1063,4.A.3.a.2,4.A.3.a.2.I30.D01,Drill holes in earth or rock.
o_dwa/104117ec-09db-42da-97ee-cf7865fd5e3d,4.A.3.a.2,4.A.3.a.2.I30.D02,Drill holes in construction materials.
o_dwa/7a75bdd0-74dd-4a8b-a43f-7bf2a2f252e6,4.A.3.a.2,4.A.3.a.2.I30.D03,"Drill holes in parts, equipment, or materials."
o_dwa/c83442ff-ed07-4f77-a7b0-f5b3f296b4d9,4.A.3.a.2,4.A.3.a.2.I31.D01,Groom wigs or hairpieces.
o_dwa/43b0bb83-87c8-451d-aab2-03daccce049a,4.A.3.a.2,4.A.3.a.2.I31.D02,Trim client hair.
o_dwa/bb8b27c2-60d8-4ad9-b7a8-fb6e13975703,4.A.3.a.2,4.A.3.a.2.I32.D01,Set up classroom materials or equipment.
o_dwa/a046b37e-cf7d-4ec5-ae02-d3daabf96106,4.A.3.a.2,4.A.3.a.2.I32.D02,Arrange childcare or educational settings to ensure physical safety of children.
o_dwa/fb43bb94-94e9-49c8-9f62-d9407e551e13,4.A.3.a.2,4.A.3.a.2.I32.D03,Display student work.
o_dwa/ae42431e-4202-4140-abca-cc36282ad30b,4.A.3.a.2,4.A.3.a.2.I33.D01,Treat facilities to eliminate pests.
o_dwa/09a8cfe7-0a98-4c15-9a1f-297c4fb7502a,4.A.3.a.2,4.A.3.a.2.I33.D02,Paint surfaces or equipment.
o_dwa/c94d2554-362e-4c5f-9f3a-e213a9393b9e,4.A.3.a.2,4.A.3.a.2.I33.D03,Apply paint to surfaces.
o_dwa/b1c1f063-7247-4f65-8608-6fc9cdc6a2d0,4.A.3.a.2,4.A.3.a.2.I33.D04,Refinish wood or metal surfaces.
o_dwa/c9365dd4-9ab8-4bc4-8b80-5d3ba02e4ad1,4.A.3.a.2,4.A.3.a.2.I33.D05,Apply chemical solutions to plants to protect against disease or insects or to enhance growth.
o_dwa/03d2f76f-791e-4d81-bfc2-c304619bb637,4.A.3.a.2,4.A.3.a.2.I33.D06,Apply protective or decorative finishes to workpieces or products.
o_dwa/dea5d852-9c40-4c15-85e5-def6832cabcc,4.A.3.a.2,4.A.3.a.2.I33.D07,Treat greenery or surfaces with protective substances.
o_dwa/196091bd-aa08-4cd0-9a58-35cdb039814f,4.A.3.a.2,4.A.3.a.2.I33.D08,Apply solutions to production equipment.
o_dwa/406d0094-d4fc-4766-9ca0-b95634653e58,4.A.3.a.2,4.A.3.a.2.I33.D09,Apply sealants or other protective coatings.
o_dwa/768d67f0-96b8-4ed6-ad7f-f393b1b41880,4.A.3.a.2,4.A.3.a.2.I34.D01,Connect hoses to equipment or machinery.
o_dwa/6c81fd68-6115-48c1-a644-f858ace9f9ae,4.A.3.a.2,4.A.3.a.2.I34.D02,Rewire electrical or electronic systems.
o_dwa/c17a9184-dbc6-49fc-866a-c45f7362946b,4.A.3.a.2,4.A.3.a.2.I34.D03,Connect hoses to equipment or piping.
o_dwa/0e37edf8-8c9f-4064-9a8b-f7357e803b07,4.A.3.a.2,4.A.3.a.2.I34.D04,Lay cables to connect equipment.
o_dwa/3dc2dc95-6c5f-4d52-b097-31c39b0ae35a,4.A.3.a.2,4.A.3.a.2.I34.D05,Thread wire or cable through ducts or conduits.
o_dwa/fe572abf-9d70-4144-8e27-8c54f06be1a5,4.A.3.a.2,4.A.3.a.2.I34.D06,Run wiring to connect equipment.
o_dwa/b0d9fcb4-2756-4ae6-896b-763fcff4df93,4.A.3.a.2,4.A.3.a.2.I34.D07,Connect electrical components or equipment.
o_dwa/4ca25d3f-49da-40d8-b6e9-e41f8b8045e4,4.A.3.a.2,4.A.3.a.2.I34.D08,Connect supply lines to production equipment or tools.
o_dwa/8b46477c-b17c-4c31-a479-7663b4d367dd,4.A.3.a.2,4.A.3.a.2.I34.D09,Connect cables or electrical lines.
o_dwa/4cea6123-3a91-4fdc-8024-603e5ea6c433,4.A.3.a.2,4.A.3.a.2.I35.D01,Solder parts or workpieces.
o_dwa/ab479357-9eec-4815-b629-44f6039bb4df,4.A.3.a.2,4.A.3.a.2.I35.D02,Weld metal components.
o_dwa/a53116c6-3648-4640-9061-0bb46513706f,4.A.3.a.2,4.A.3.a.2.I35.D03,Solder parts or connections between parts.
o_dwa/ad74ff2a-e2dd-4ea2-83ae-7f26e9c50121,4.A.3.a.2,4.A.3.a.2.I35.D04,Braze metal parts or components.
o_dwa/6da1b6ea-58d9-47c5-85ca-b71a627985a7,4.A.3.a.2,4.A.3.a.2.I35.D05,Operate welding equipment.
o_dwa/72dad287-77bf-48fd-ad51-eaf55c522c85,4.A.3.a.2,4.A.3.a.2.I36.D01,"Build models, patterns, or templates."
o_dwa/fcd96040-10c1-4425-9522-4d08d27e14fc,4.A.3.a.2,4.A.3.a.2.I36.D02,Assemble garments or textile products.
o_dwa/f25b2940-770f-4e50-9889-0354c27de576,4.A.3.a.2,4.A.3.a.2.I36.D03,Build production molds.
o_dwa/dfdb778c-fc2e-4a97-9f95-f7ffe5231f13,4.A.3.a.2,4.A.3.a.2.I36.D04,Assemble wood products.
o_dwa/1c2394b5-aea9-4591-ae9f-0a4e8eabd8a4,4.A.3.a.2,4.A.3.a.2.I36.D05,Build construction forms or molds.
o_dwa/807e2447-fcb0-4717-b23e-0d48efb07661,4.A.3.a.2,4.A.3.a.2.I36.D06,Assemble tires.
o_dwa/416dde42-fceb-40e0-8037-5855a22ec05e,4.A.3.a.2,4.A.3.a.2.I36.D07,"Construct patterns, templates, or other work aids."
o_dwa/ce29ca00-c495-4e6b-9f06-efef1ee1e183,4.A.3.a.2,4.A.3.a.2.I36.D08,Assemble metal or plastic parts or products.
o_dwa/96f04416-1032-4e8b-95f8-d3a84e234b9a,4.A.3.a.2,4.A.3.a.2.I37.D01,Stock products or parts.
o_dwa/7a316c56-5d06-4ec5-8415-89ea2fbd34fb,4.A.3.a.2,4.A.3.a.2.I37.D02,Stock medical or patient care supplies.
o_dwa/9438a60f-ec70-462e-88c0-e0e278413323,4.A.3.a.2,4.A.3.a.2.I37.D03,Store records or related materials.
o_dwa/0abbe9d3-ad8b-4068-9fbc-2cd42989f288,4.A.3.a.2,4.A.3.a.2.I37.D04,Store supplies or goods in kitchens or storage areas.
o_dwa/d8a6bce8-7225-42d1-bd65-098b3926a6f5,4.A.3.a.2,4.A.3.a.2.I37.D05,Stock serving stations or dining areas with food or supplies.
o_dwa/d431d620-b2a4-4b98-a01d-210f10dba460,4.A.3.a.2,4.A.3.a.2.I37.D06,Stock supplies or merchandise.
o_dwa/0775d002-f0fd-490b-a179-f6d5dde054bd,4.A.3.a.2,4.A.3.a.2.I37.D07,Store items.
o_dwa/c6eddb99-4e7f-4de1-bc41-b418e48c7cdc,4.A.3.a.2,4.A.3.a.2.I38.D01,Collect biological specimens from patients.
o_dwa/d79f90f4-3a71-4b6e-b51b-e30b89141e48,4.A.3.a.2,4.A.3.a.2.I38.D02,Collect biological specimens.
o_dwa/ad641d2c-0ed0-41c9-a1b0-73cb8558d853,4.A.3.a.2,4.A.3.a.2.I38.D03,Collect geographical or geological field data.
o_dwa/9f253bfb-c014-4c8d-bb85-0f0d511c45e1,4.A.3.a.2,4.A.3.a.2.I38.D04,Collect geological samples.
o_dwa/b2db38b0-2895-4bfa-b5d9-db91ff96e667,4.A.3.a.2,4.A.3.a.2.I38.D05,Collect environmental data or samples.
o_dwa/b24103c5-d573-4539-bd4f-d399f110f9af,4.A.3.a.2,4.A.3.a.2.I39.D01,Apply mortar.
o_dwa/4eaa0167-e5d6-407d-ac11-9cfcf20a19f0,4.A.3.a.2,4.A.3.a.2.I39.D02,Seal gaps or cracks to prevent leakage or moisture intrusion.
o_dwa/774e03a0-ad68-4105-a093-89e0ab1763b3,4.A.3.a.2,4.A.3.a.2.I39.D03,"Fill cracks, imperfections, or holes in products or workpieces."
o_dwa/1019665e-1abb-4755-af48-1b12ad15ad24,4.A.3.a.2,4.A.3.a.2.I39.D04,Apply material to fill gaps in surfaces.
o_dwa/9d27be22-717a-4dd8-849f-9ba4fe6ea780,4.A.3.a.2,4.A.3.a.2.I40.D01,Apply parting agents or other solutions to molds.
o_dwa/04d0458f-54a7-41e5-b26d-b02370f3cb6e,4.A.3.a.2,4.A.3.a.2.I40.D02,Remove workpieces from molds.
o_dwa/1d851d76-5fea-466b-80ad-8590b325e1d3,4.A.3.a.2,4.A.3.a.2.I40.D03,Remove products or workpieces from production equipment.
o_dwa/c255548b-6aa7-456c-ba99-8d646b66309c,4.A.3.a.2,4.A.3.a.2.I41.D01,Align equipment or machinery.
o_dwa/cb3496a9-6e38-4889-af6d-53716bebb4af,4.A.3.a.2,4.A.3.a.2.I41.D02,Lay out parts to prepare for assembly.
o_dwa/1fceb81b-fb5b-4b79-8718-d389624d8e35,4.A.3.a.2,4.A.3.a.2.I41.D03,Position structural components.
o_dwa/d3f168d8-74a9-4243-9546-3c4eb38d10d2,4.A.3.a.2,4.A.3.a.2.I41.D04,Align parts or workpieces to ensure proper assembly.
o_dwa/8ed6711c-2759-40bf-bc72-cd4fc53331ac,4.A.3.a.2,4.A.3.a.2.I41.D05,Mark reference points on construction materials.
o_dwa/1aab5d50-dba8-4f16-9825-13bc9dd72026,4.A.3.a.2,4.A.3.a.2.I41.D06,Lay out work according to specifications.
o_dwa/e5c91fc6-e0a5-418b-81a8-de9846db50ad,4.A.3.a.2,4.A.3.a.2.I41.D07,Align masonry materials.
o_dwa/a6c51896-cd1a-4b63-8d08-3d5038890c74,4.A.3.a.2,4.A.3.a.2.I41.D08,Draw guide lines or markings on materials or workpieces using patterns or other references.
o_dwa/443de762-ea48-408c-b694-5c009f611ec0,4.A.3.a.2,4.A.3.a.2.I42.D01,Package agricultural products for shipment or further processing.
o_dwa/aacdc099-6960-4cca-a514-df519ad25e1c,4.A.3.a.2,4.A.3.a.2.I42.D02,Package products for storage or shipment.
o_dwa/d4287bb9-1389-4466-9079-e9ea10978369,4.A.3.a.2,4.A.3.a.2.I42.D03,Package food or supplies.
o_dwa/aada407c-afea-4ded-9e95-44493f4f9d66,4.A.3.a.2,4.A.3.a.2.I42.D04,Package materials for transport.
o_dwa/8c074c29-a15e-43fe-af10-2aca6391ec4d,4.A.3.a.2,4.A.3.a.2.I42.D05,Package materials or products.
o_dwa/6220be6a-bb84-44ca-854d-059e73f007d9,4.A.3.a.2,4.A.3.a.2.I42.D06,Package objects for shipping.
o_dwa/7f7a6ac7-1d0b-4a3a-9af5-5841e79f61a7,4.A.3.a.2,4.A.3.a.2.I43.D01,Install green plumbing or water handling systems.
o_dwa/7bf6bfcd-10be-4523-a5fb-b84ebbe802a4,4.A.3.a.2,4.A.3.a.2.I43.D02,Install piping for installation or maintenance activities.
o_dwa/e4eac4a1-cdc6-4df2-b10e-05e9f175cdec,4.A.3.a.2,4.A.3.a.2.I43.D03,Install plumbing or piping.
o_dwa/fbfb1fed-bec0-42fd-a831-024b11dff4c8,4.A.3.a.2,4.A.3.a.2.I44.D01,Locate animals for fishing or hunting purposes.
o_dwa/70f132f0-9d88-4d12-960e-a0d4c1c9d03a,4.A.3.a.2,4.A.3.a.2.I44.D02,Capture or kill animals.
o_dwa/1d5b8d0a-f9ce-4ea3-ae84-38a931581281,4.A.3.a.2,4.A.3.a.2.I45.D01,Apply decorative masonry finishes.
o_dwa/a8e41005-46c4-4d1d-b653-51368c18c3c9,4.A.3.a.2,4.A.3.a.2.I45.D02,"Apply finishes to artwork, crafts, or displays."
o_dwa/02f6febb-f0ac-407e-aee2-73aeb771e4e3,4.A.3.a.2,4.A.3.a.2.I45.D03,Apply decorative or textured finishes or coverings.
o_dwa/68079f5a-fe16-47b3-8aaa-d2138e6f3f49,4.A.3.a.2,4.A.3.a.2.I45.D04,Apply decorative coloring to photographs or printed materials.
o_dwa/d1a7e7c5-3936-4230-a046-41b98a5d0bd8,4.A.3.a.2,4.A.3.a.2.I46.D01,Install equipment attachments or components.
o_dwa/3aa7aeff-a796-441b-b0ff-8e6461f5f15e,4.A.3.a.2,4.A.3.a.2.I46.D02,"Set up material handling gear or equipment, such as rigging, packaging, or temporary structures."
o_dwa/eb88c3af-8fc6-4cd0-bdd6-bcdd4636a788,4.A.3.a.2,4.A.3.a.2.I46.D03,Attach rigging to objects so they can be moved.
o_dwa/ee171a05-6439-40a5-aca7-8fb3877906f8,4.A.3.a.2,4.A.3.a.2.I46.D04,Prepare film for distribution or use.
o_dwa/31719428-f8b6-4eff-a1f1-cee8d2a996cf,4.A.3.a.2,4.A.3.a.2.I46.D05,"Set equipment guides, stops, spacers, or other fixtures."
o_dwa/e2d8eeb8-c545-4dd2-abd7-c491b98152d8,4.A.3.a.2,4.A.3.a.2.I46.D06,Set up still or video cameras or related equipment.
o_dwa/41dea745-0b8d-44e6-8af0-27315a0eb18d,4.A.3.a.2,4.A.3.a.2.I46.D07,Prepare hoses or water supplies to fight fires.
o_dwa/305b105a-8b9a-4601-82e9-48c7190884e0,4.A.3.a.2,4.A.3.a.2.I46.D08,Install mechanical components in production equipment.
o_dwa/8a422b00-12fa-49d9-aa18-dffacd5a6673,4.A.3.a.2,4.A.3.a.2.I46.D09,Attach equipment extensions or accessories.
o_dwa/5fd4c22f-2f4f-4408-806e-d23040df4d89,4.A.3.a.2,4.A.3.a.2.I46.D10,Set up laboratory or field equipment.
o_dwa/adb02d55-d0ba-477e-9cfe-14c1dc739614,4.A.3.a.2,4.A.3.a.2.I47.D01,"Cultivate micro-organisms for study, testing, or medical preparations."
o_dwa/b7a454b7-94ad-46f2-8177-7243e96b0835,4.A.3.a.2,4.A.3.a.2.I47.D02,Prepare biological specimens for laboratory analysis.
o_dwa/c5ee9a0d-186f-4e72-97b0-42e289645af6,4.A.3.a.2,4.A.3.a.2.I47.D03,Prepare biological samples for testing or analysis.
o_dwa/c9b999ee-5246-4979-b3ce-20524a27ffec,4.A.3.a.2,4.A.3.a.2.I47.D04,Prepare compounds or solutions for products or testing.
o_dwa/8d85a6b2-a8e5-4aac-8a87-36aff98ef95b,4.A.3.a.3,4.A.3.a.3.I01.D01,Operate office equipment.
o_dwa/0ae9ef77-c6c9-4c9e-b30b-f92c56371262,4.A.3.a.3,4.A.3.a.3.I02.D01,Operate pumping systems or equipment.
o_dwa/dc3b09ac-3c7b-4f02-ab8d-659fb71debef,4.A.3.a.3,4.A.3.a.3.I02.D02,Operate pumps or compressors.
o_dwa/8d873c8b-eb55-48f2-b8d9-2ee9330cfc2b,4.A.3.a.3,4.A.3.a.3.I02.D03,Control pumps or pumping equipment.
o_dwa/7cd3f4e0-3b4c-4fc4-b300-0b39530f7fd1,4.A.3.a.3,4.A.3.a.3.I03.D01,Operate drilling equipment.
o_dwa/d69bbf05-86ba-4b3e-a360-01cc5f2c5f28,4.A.3.a.3,4.A.3.a.3.I03.D02,Operate heavy-duty construction or installation equipment.
o_dwa/1b2ba93c-8456-4a33-acf9-8666ced06387,4.A.3.a.3,4.A.3.a.3.I03.D03,Operate mining equipment.
o_dwa/c610aae4-91b3-45af-9998-3eb974ceb4b7,4.A.3.a.3,4.A.3.a.3.I03.D04,Operate excavation equipment.
o_dwa/afc2fd51-a8ff-4136-a83f-f7888348d370,4.A.3.a.3,4.A.3.a.3.I03.D05,"Break up rock, asphalt, or concrete."
o_dwa/7b7ac272-4fe4-48d5-b76b-3bdec0e56657,4.A.3.a.3,4.A.3.a.3.I03.D06,Operate road-surfacing equipment.
o_dwa/fb1dc96b-091e-4d86-b6fa-2536611966b5,4.A.3.a.3,4.A.3.a.3.I03.D07,Operate equipment or vehicles to clear construction sites or move materials.
o_dwa/e43d1d09-b33a-42b1-85f8-d4346e7e09e1,4.A.3.a.3,4.A.3.a.3.I03.D08,Operate detonation equipment.
o_dwa/eef1c7b5-b9f9-41a1-a445-c65a1b66ab01,4.A.3.a.3,4.A.3.a.3.I04.D01,Process x-rays or other medical images.
o_dwa/618941a3-4abb-40f7-8f45-3078174815c3,4.A.3.a.3,4.A.3.a.3.I04.D02,Create advanced digital images of patients using computer imaging systems.
o_dwa/86b408e7-7980-44ba-8ce6-14fceff5d206,4.A.3.a.3,4.A.3.a.3.I04.D03,Operate diagnostic or therapeutic medical instruments or equipment.
o_dwa/eb9820d9-66a1-4cd2-9cc3-2663564a5f08,4.A.3.a.3,4.A.3.a.3.I04.D04,Operate diagnostic imaging equipment.
o_dwa/0d02733f-2e47-4097-a9b9-c9410ad146ae,4.A.3.a.3,4.A.3.a.3.I04.D05,Operate medical equipment.
o_dwa/1a2417da-f183-463b-b844-5b5cee4d65f8,4.A.3.a.3,4.A.3.a.3.I05.D01,"Operate control consoles for sound, lighting or video."
o_dwa/e86fe2e5-6b3d-4773-89ae-58a05d265841,4.A.3.a.3,4.A.3.a.3.I05.D02,Operate surveillance equipment to detect suspicious or illegal activities.
