_id,Commodity Code,Commodity Title
o_tools/15c31b60-586b-4636-9b2b-5bcff3ee964d,27112139,Combination pliers
o_tools/20347fe7-d2ec-4c8d-849d-a822961e7e24,43212108,Thermal tape printers
o_tools/ab638767-a57e-4e4d-89e4-37167caabbb6,27112707,Power routers
o_tools/8f6084f9-33cf-4f4f-9ea5-e27376ad5371,27111516,Punching pliers
o_tools/43efbaf1-1deb-41db-9fe1-d4fba0f4bb2a,60122005,Hand looms
o_tools/2b803fa8-53f2-48d2-a1aa-2e199c9e2ed6,27112150,Jewellers pliers
o_tools/bc3bb52f-d9d3-4639-aa0e-0cae1e47ed4a,41111643,Wire gauge
o_tools/3f795dfc-832f-4fc8-8118-ee6bf5951d4e,27112734,Jigsaw
o_tools/5986dcad-ef58-4a70-946a-a53084c2d770,60124305,Kiln accessories for firing ceramics
o_tools/0bad395d-7d6c-4ef4-9725-f60800099934,45101507,Printing presses
o_tools/3baeaf4b-e1e7-47de-9bed-f89c9d9acbd1,23231102,Saw guide
o_tools/45584fab-e120-4dfa-8c41-56bc9e46acec,60121601,Wood mannequins
o_tools/df77989b-aead-48b5-8e1b-83d3ff7e1ca7,23101532,Tenoner or tenoning machine
o_tools/78ddddcb-3790-43c7-b948-7a3dd9e94eb1,60121235,Pipettes for paint or dye mixing
o_tools/2b015656-2551-4569-9aad-0d0dcb26616e,60121234,Scrapers for paint application
o_tools/b447f1b9-831e-4fc1-b0f8-cd568470ccb8,45101903,Paper drilling machines
o_tools/981d8559-400d-43bc-a416-b7d0f6461044,31162906,Hose or pipe clamps
o_tools/385e33c8-c8c6-4f03-9b35-eb2f89217b32,27112711,Power staple guns
o_tools/17149319-5926-4854-813b-fc005ff56d18,53141605,Sewing needles
o_tools/09eebd71-6902-475b-b761-df16d9c520b5,23121617,Fabric frame
o_tools/ac62b462-8ba5-4d46-8ca5-af83a288e7e1,23242604,Lapping machine
o_tools/717d38ea-0bb8-4fcd-a808-69f1b844cfe5,27111904,Rasps
o_tools/37ff3d1c-f3bb-45b6-84f4-59f75d8eadb9,60122006,Table looms
o_tools/ac56fad5-d516-4daf-ae4d-6aa0902b9979,54101704,Jewelry mandrels
o_tools/0c4a41a2-7319-4d0a-980e-777fa542994e,53141620,Seam ripper
o_tools/31118a2e-db8c-49d4-bdb0-a4fda09d6c6d,53141622,Dressmakers ruler
o_tools/5a5d0d2b-1a7c-42ab-922f-d0c147b3643a,47121604,Wet or dry combination vacuum cleaners
o_tools/0c75c581-cca5-457b-822a-6be653519017,45101607,Silk screen arc lamps
o_tools/3e8f6fec-cb32-4821-969c-0ecc68b87f43,45101610,Silk screen vacuum printing frames
o_tools/c07f85f3-66e3-4740-b1fb-df6eb1001d9b,45101611,Silk screen squeegees
o_tools/049897bd-95b1-4f00-9472-f05b7a1f31f4,48101802,Commercial use molds
o_tools/f06efbba-2778-42dd-b032-300c71a1ab4b,23101504,Bending machines
o_tools/750890fe-c878-4f2c-8f5c-2a7cc06dab45,27111915,Stonemason chisel
o_tools/296719bd-ed80-41fb-9f6c-d59efaa57c64,53141606,Bobbins or bobbin holders
o_tools/4f9ab7ec-352e-423b-ba83-8b6c2359aae0,27112217,Tile cutter
o_tools/150c328a-c922-4ea5-8212-573ffc8eb230,27111554,Blade sharpener
o_tools/c88bc835-5b68-4361-b529-d77dd4e13b4c,27111908,Sharpening stones or tools or kits
o_tools/b33cde4e-a09a-4e7f-b72e-7138ed736292,23281903,Mechanical or ultrasonic metal cleaner
o_tools/81f0fd1c-cb77-46b3-9e3f-188978b56e1d,23121520,Warping machine
o_tools/4fe5571b-0b1f-4115-ab8c-70b243578c78,60122103,Candlemaking accessories
o_tools/6c71a3a0-c1b0-4c9e-9522-68fe57cb0193,27111912,Wood gouge
o_tools/08185559-73ae-489b-b22b-b41bc6d8364a,60122203,Wood burning tools
o_tools/3eec6fd1-5d08-41ea-a0d8-9ba148b5bc8e,21101910,Wool comb
o_tools/e91ee027-2a5c-461d-aeb4-f67c473a87b0,44121703,Fountain pens
o_tools/30ff403e-52e0-49a4-a035-8775ac158094,45141610,Photographic timer
o_tools/043d5d2f-dd45-4bd2-8a8c-b863f283169b,45121628,Camera lens filter
o_tools/2d9bfd1b-1c3f-4601-917c-d4eddcceb49a,45121602,Camera tripods
o_tools/42b5b0c4-6542-4df3-83c1-37642877ce07,45141608,Film squeegee
o_tools/5d7d9da8-4690-4d91-83f2-e4d6849ab037,45141603,Developing tongs
o_tools/63e8feb6-4cce-48c0-9513-e2c88846cb1f,45141601,Developing trays
o_tools/41fdd867-58d7-4c14-9bbc-decc4a3a6fc6,45121601,Camera flashes or lighting
o_tools/c5482630-f20a-4031-8c1f-2de910138c97,60121226,Watercolor brushes
o_tools/7fce080e-6881-4771-b395-e95070dcccd7,43211709,Pressure stylus
o_tools/4bbce037-2275-41bb-b3b3-6b9255127d3e,56131504,Full body form or mannequin
o_tools/340a706e-2ed6-4294-adb2-7c55c85f593d,47111603,Steam pressing machines
o_tools/b0d0f1b6-24fa-41d9-99f9-e4aaf25c92d4,53141604,Sewing patterns
o_tools/4d92c802-24f5-46e5-b8a9-288216176440,23121604,Cloth cutting machines
o_tools/61079e31-fb4b-4048-af3c-1daf9334231e,27111502,Razor knives
o_tools/0390c21f-f457-4fb3-b063-da3e67b06581,39112602,Candle holder
o_tools/fa6a8757-ae57-4ebb-b854-d7b955ee1e11,27112041,Grafting knife
o_tools/558cca38-2af4-4435-96a0-370975efe9ad,11162110,Netting
o_tools/c1379fe4-2cf3-4af5-8e66-6c0fb7d9cf67,24131503,Walk in refrigerators
o_tools/a9d7d973-2be7-4488-a69e-900e284be592,27111535,Wire scissors
o_tools/bed2abd6-8a97-4ba1-8a3d-a1d252bef420,27112108,Needlenose pliers
o_tools/eadec780-ed08-4c59-9ba7-45889cd880e5,44102404,Label applying machines
o_tools/f1b540e7-b456-4a85-985e-52225b7f9af9,44121618,Scissors
o_tools/bf298b5f-38de-4529-abad-637d5495ce4c,23271423,Alternating current AC arc welder
o_tools/501b5d30-3f84-406a-b7af-83db2be73070,31211906,Paint rollers
o_tools/f5f66b94-e06b-4662-a05e-d3eea491b3ce,30191506,Platform step ladder
o_tools/76c6223f-13d2-4152-909e-7d0dd22033a2,24101637,Nylon fabric sling
o_tools/66e0c2e7-423a-472f-87d8-7281be1e4212,45121631,Electronic viewfinder
o_tools/4a9c9409-67d6-4a57-a7a4-9585916d4a3a,45111815,Audio video console
o_tools/3f35c89d-a7c7-48d6-b7e0-9c3c0fce87e5,41115335,Vectorscope
o_tools/c7412a23-fcd6-4f4c-82ac-c40d31bdaeb9,43221704,Radio core equipment
o_tools/aea3d949-c0fc-4e20-84f0-ca3b13bb1771,49161502,Baseball gloves
o_tools/bd5431d8-bebe-48c4-b2a9-40060a55ccdb,25161506,Racing bicycles
o_tools/60732325-92b4-43b8-a602-d853928abb15,49171603,Boxing gloves
o_tools/2b4ab209-9d49-48f9-93b6-105559eec7f4,49161701,Javelins
o_tools/ed0829ad-005d-47a1-9e42-b9244207ea4c,25111801,Recreational sailboats
o_tools/b05ca1e6-865a-4672-8d0d-48ec3526230b,49161704,Shotputs
o_tools/83058171-7e85-4924-b0ed-707db1da47df,49221512,Skateboard
o_tools/bda5e795-8327-4ee7-b503-203b9f1aece6,49151505,Snowboards
o_tools/9fb0a67b-9b65-4cbb-b047-178156ff2974,49141605,Surfboards
o_tools/f928cf77-7661-4cd9-991c-333a248eebbe,49141603,Water skis or accessories
o_tools/8bb9ed3a-413d-4400-8e86-bad0fa45e49b,25191520,Environmental test chamber
o_tools/55c60a4a-29fc-47ea-98ff-c825c1969e62,49241701,Diving boards
o_tools/cc7492bf-8b22-48ee-ac82-4a54d77171af,10141502,Whips
o_tools/a4d47794-b840-42d4-8aa4-14de152c4b1b,49221519,Fencing sword or foil
o_tools/9bc4750e-017c-4be4-82fa-7e82827c6c2b,49151602,Ice skates
o_tools/74a5fc88-60ae-424d-9423-476e971c3e49,49201601,Dumbbells
o_tools/ca03ec7f-7006-4e4e-b2f4-04874dbd7d36,49161510,Football tackling dummies
o_tools/1dfb2dbd-3be3-4c58-b799-ff150f0f33b7,49161501,Football blocking sleds
o_tools/6e74a57b-7139-4d09-855c-43b37ec1ddf6,49201604,Weight benches or racks
o_tools/6beb5301-a71a-49b8-a95c-54662fb8d605,49171502,Gymnastic ropes or rings or climbing accessories
o_tools/83d98d56-f3a9-4934-9242-0795f06e3480,49171504,Gymnastic trampolines
o_tools/18ce15c0-4a49-4afc-a5c1-20bcbb6a1ed7,49171503,Gymnastic vaulting equipment
o_tools/93549a5f-06a5-43fa-b3a0-0cacdd5c6e19,49161710,Throwing hammer
o_tools/b38ad239-bcfe-463d-8ab1-31ada07fa209,49221509,Roller skates or roller blades
o_tools/196adcd4-81bf-4095-ad78-07b799eeec51,49161511,Lacrosse sticks
o_tools/f12ba582-441e-48c6-9c6b-3a451cc087ff,49181508,Table tennis paddles
o_tools/38537ccf-f78a-4c92-bf27-2a5690a81217,49171506,Gymnastic pommel horse
o_tools/66dd41b0-750b-49e0-ac50-46151101312e,49181502,Pool cues
o_tools/42b0a509-2b52-4a5c-b1d8-2388a42fe904,49201502,Stair climbers
o_tools/7409131a-480c-4b91-8c1f-10ac67acd372,49221517,Starting block
o_tools/2fa70032-d36f-4b52-8210-cf1fdabc2951,49161513,Field hockey sticks
o_tools/7bfd2176-7f11-4677-90db-e4947f8d2efa,49161707,Batons
o_tools/de46d4b1-0986-4969-b767-fdbbfd1f41d4,49201504,Rowing machines
o_tools/464107f9-23b6-4658-8968-5b7819ccbcb8,25111527,Row boat
o_tools/2d01dcaf-def3-4768-b02c-a29001cded0e,49201514,Exercise balls
o_tools/9951f35c-1e2d-464e-9a74-495cea745990,49181603,Archery arrows
o_tools/24464a55-411e-4d6d-8589-97ebd5ffcc2c,42251614,Sandbags or sandbag sets for rehabilitation or therapy
o_tools/0b5c8074-807a-4793-9c78-076ff195e930,49161703,Discus
o_tools/c9e6c75e-72d1-4c75-8e1f-969762ef9ac3,49161706,Hurdles
o_tools/a5427096-ef5e-4f66-87b5-e999fbcc0bb8,25172503,Heavy truck tires
o_tools/edd3ee28-a95f-4cc2-89c3-833dba3a42e8,49161705,Vaulting poles
o_tools/946e6fa2-30d5-4f93-b978-1e8ddcf64e21,49171508,Gymnastic vault springboard or beatboard
o_tools/87040c3a-50cc-4be3-8c27-5bea75db0423,49201612,Training weight
o_tools/a9094701-d678-48af-b1d7-6b0768ac16d6,43191609,Phone headsets
o_tools/5949c8bb-dc0b-4d46-857e-ff83c9379a76,54111503,Stop watch
o_tools/b11c47ba-e673-4898-844b-6dc237726850,49211810,Radar speed gun
o_tools/a0b6f7b7-a040-4512-88e8-701c934ceb64,49221515,Ball pump
o_tools/129202bb-55f9-4879-bb01-2942c2785ce6,49221530,Sports timer
o_tools/599e47a5-6441-4115-b6e3-6a599830e69f,49221503,Sport safety equipment other than headgear
o_tools/6f7c4c59-15a1-4216-8522-2ff59d554684,49221501,Sport scoreboards
o_tools/b075a748-6899-4b17-85e9-565a20b7d037,49221504,Sport safety headgear
o_tools/7a17cdb7-9b5f-413d-b1c6-e11daa54946c,60131105,Whistle
o_tools/f3271d4c-4a9d-4de4-9d14-011180e2256f,93151701,Currencies or coinage
o_tools/b07ad9e9-25bd-4684-86d0-6702c246daa4,49171505,Balance equipment
o_tools/4a3561cf-3457-49eb-ae80-6a9dc72c8550,53111901,Mens athletic footwear
o_tools/ccb8e5ee-9eed-4017-9b7f-2927626048a0,53111902,Womens athletic footwear
o_tools/5ef9b875-40dd-4838-b255-d40f8da2cde4,43201533,Musical instrument digital interface MIDI interfaces
o_tools/bea95fb2-d2e0-4c33-b3c1-f6054c42fe41,60131513,Conductors batons
o_tools/e1832faa-4db4-48bb-be58-1ff327a67a39,60131003,Musical organs
o_tools/2794f6da-3268-4f98-bfb1-70d05c57ef48,43201827,Portable hard disk storage device
o_tools/abb0cc0b-dd57-4c96-974e-b860ddc95e5c,60131402,Bells
o_tools/64445a21-f215-48ae-85e4-ba2456695ec4,60131405,Drums
o_tools/2554c706-72c9-44f4-b41d-ecc79e3a27e4,52161554,Earphone
o_tools/5bc2a361-bf25-478b-820f-f49c113a39c0,52161532,Karaoke systems
o_tools/203a7903-8d96-4d37-9042-822b795fc586,52161551,Wireless microphone and instrument amplification system
o_tools/305edb7b-7dc8-49b8-b771-30fe1f3a70a4,60131002,Accordions
o_tools/1604dea4-6dc1-4193-9c52-254f4a804b26,60131110,Alto horns
o_tools/59bae9ac-4659-4b7c-9f04-9107fc5f92f0,60131104,Saxophones
o_tools/bd3e6104-cc5a-4653-83ae-f44fd580fa31,52161547,Audio amplifier
o_tools/6bd8176a-c637-4850-bbac-344e5fcc2dd5,60131330,Zither
o_tools/9a53c04e-d264-4abc-899b-f59dbef2146e,60131206,Bagpipes
o_tools/46fec2b0-2948-4ea9-a5bf-fa692152d486,60131306,Banjoes
o_tools/22ed1fe5-e742-4c05-8e9a-f9010adb8961,60131111,Baritone horns
o_tools/3daf24bd-a345-4b14-ad33-6a2da953c7f7,60131228,Bassoon
o_tools/51d41417-efe2-49a6-a35f-94239262731f,60131201,Clarinets
o_tools/307b796e-fc6f-430d-93c4-933cd53952d0,60131445,Bongoes
o_tools/dc82deda-cb80-42cd-ab48-d8f44ccef637,60131106,Bugles
o_tools/b8bf4476-2a95-4d86-b3d4-133bef1cca76,60131506,Accessories for stringed instruments
o_tools/5c090d9f-7a30-43eb-86b9-9c33b2c3fdc8,60131308,Violoncellos
o_tools/cbe09ea6-9fac-4f92-9abb-3c67b8627abe,60131302,Clavichords
o_tools/eedb7178-12d7-4f87-b235-c4d07c80b35d,60131519,Musical instrument stand
o_tools/1fdad92b-a6de-4109-9148-ac3233887c5a,60131516,Electronic instrument tuner
o_tools/75dae975-918b-427f-9719-cd5770c1572f,60131309,Basses
o_tools/dcf4b485-4d9c-4928-a9f4-89896e5d5155,60131520,Drum stick
o_tools/7cbad2da-568e-4684-b60b-d57f07023e73,60131209,English horns
o_tools/f5e873af-7ff8-4405-aa0b-ec984efa4339,60131115,Euphonium
o_tools/09d99566-4df8-421d-a052-f2e2f072b188,60131503,Instrument strings or picks
o_tools/047dfc8e-f41a-49db-8cce-2a293058cff3,60131108,French horns
o_tools/6ad00e6c-1647-4b92-b006-23de3b89ec48,60131305,Harps
o_tools/f5b2382d-3362-4649-8d5a-39f7a697af66,60131301,Harpsichords
o_tools/77194645-8889-43ad-8a7d-ef11d4a66c34,60131511,Mutes
o_tools/b49f4cbf-bbb4-435f-85e1-8d0c8b237e61,60104805,Tuning forks
o_tools/3eaaf8d3-0703-4618-8aa1-1bae5d7ab384,60131307,Mandolins
o_tools/9c05c64c-2aad-4404-b2e2-f24d9b2ffa92,60131442,Maracas
o_tools/9908280c-263e-4b00-92c7-b9215c141d64,60131454,Marching bells
o_tools/e323be88-4df8-43f7-909d-4d75531ce706,60131448,Marimbas
o_tools/7d1b37d9-755e-4d30-a05e-7cfa666b706e,60131109,Mellophones
o_tools/d99ab814-f4f0-4728-ba99-8b140fa4a7b3,60131205,Musical cornets
o_tools/d3a1daad-a670-4580-9643-bce59283ac5c,60131203,Musical flutes
o_tools/24c23217-e239-4e29-ab9a-e170176f40af,60131202,Oboes
o_tools/4d0d3abf-cfd8-468b-8208-7cb95b1a0bb3,60131401,Cymbals
o_tools/cff2df19-7338-43c2-8c33-4b2f752409f5,60131204,Piccoloes
o_tools/5f8f0fbd-d1f4-4bac-80ed-764c5ef90102,60131505,Musical instrument stands or sheet holders
o_tools/8cc27ecb-89ba-454f-97e6-06ed0bc81a4a,60131103,Sousaphones
o_tools/81d9a4d1-c9c3-4e5d-a082-4f983c69c6fb,60131444,Timpanies
o_tools/d6300efa-145d-4af3-943e-e92ec9da43d6,60131102,Trombones
o_tools/a4854ba1-3130-40c9-a55f-72dae74abe72,60131101,Trumpets
o_tools/c200c663-9cc6-43d2-afec-28e623d48107,60131114,Tuba
o_tools/a81d1425-5fce-470b-a2e8-a71ba7c6df64,60131407,Vibraphones
o_tools/f0d389b1-c210-4ebb-aacf-66048d73c5d7,60131325,Viola
o_tools/0a725327-f41a-436c-8891-c5fbae594dec,60131304,Violins
o_tools/d11b5621-b281-4829-ac01-33c9036ffcb8,60131406,Xylophones
o_tools/9ddcab44-1648-45f3-b730-ddad9f8b6c07,52161548,Audio turntable
o_tools/95abeb47-efe2-452f-ae10-18d818d53314,52161610,Loud speaker stand
o_tools/95c4664a-1e62-4cb1-8983-7d5fb67b30d0,39121643,Surge protector panel
o_tools/9e767015-def1-4b17-a88b-389b73baeb30,52161525,Remote control
o_tools/aa4e25d3-c523-4365-8fea-50f8c20d4ce0,43221710,Satellite core equipment
o_tools/f5c5493d-9ecd-4177-b072-9a6e1e037989,22101801,Manlift or personnel lift
o_tools/c67a5cca-53d9-4239-87f9-bbf0f4cc5473,52161542,Plasma screens
o_tools/130a55c6-9fa6-436f-93bb-9980c31e9027,52161526,Satellite receivers
o_tools/72e3ede9-161d-4a1e-a3d8-41d138e6d792,41113733,Antenna tester
o_tools/1a35dca0-a6a6-4570-851b-63da5bba6e1b,26111719,Battery testers
o_tools/f2b3ed6a-f5ca-4acb-bd7e-86d89e5ba4e2,32101520,Dummy loads
o_tools/9af37572-6bb2-4433-93e3-e38ec4c683d0,41112902,Radio navigation instruments
o_tools/cfe8f782-9473-41ab-b8bd-bab54f725f79,41113723,Radio equipment tester
o_tools/6ac4956f-d96f-474a-925d-be800ed10c2b,43191514,Satellite phone
o_tools/6afcc5e3-b19a-4533-8978-47bbd4a9a3a8,41115329,Radiowave propagation measuring equipment
o_tools/1f64e706-77b3-407a-876a-9e3a6b07cdde,32101515,Attenuators
o_tools/6fec85c2-ed38-41a7-a32c-4294f846434c,45121624,Photography light reflector
o_tools/0a86cffa-6221-46c3-b322-c35ef6dafed9,39112202,Bubble machine
o_tools/2af6c8c1-024e-41c3-a887-b4284211446c,45121622,Camera lens cleaners
o_tools/63583458-155e-4b22-8542-fe4f4c3b26fc,45121716,Contact printer
o_tools/fe238eec-9bf9-4939-a474-3fcefbb321c7,43211726,Digital pen
o_tools/485169c2-e6af-4ece-8323-00169eb2fd7e,39112401,Dimmers and accessories
o_tools/c3baae22-2722-48a2-b241-9693b8071397,45121701,Film driers
o_tools/6c34ffb4-6d0a-46e5-951a-abf3fb30c026,39112201,Atmospheric effect apparatus
o_tools/ad9937c5-0932-4d43-878d-e8df7f558913,45121702,Film washers
o_tools/8f3a98c0-fa95-4489-8427-0a787ef16f26,43201409,Wireless network interface cards
o_tools/abf7dff7-c0fb-47b3-9c07-ceff9b6068ad,43212113,Compact disc CD or labeling printers
o_tools/dc7537e3-4036-4172-9aa9-b5fc530f755f,45121708,Photo print washer
o_tools/776b7d3b-06cc-414e-833f-12c5ee46708b,45121613,Camera enclosures or covers
o_tools/bdee736f-4f70-400c-9812-669727869ac0,45121709,Automated film processor
o_tools/513b2c9b-54dd-4fb5-84ea-ec65bd82ce3c,41113727,Distortion meter
o_tools/8bfe3c3f-7087-4dc6-a272-6d36c9a191fe,45121606,Camera harnesses
o_tools/721d6830-e291-4a51-8baa-ad9cf5ba00da,25101931,Outside broadcasting van
o_tools/2d985f9e-c38b-47b5-b179-c1404c06c041,43223207,Video streaming system
o_tools/6d647eaf-e2cf-413b-ad6e-c29e44f13c45,42242102,Hand or finger traction supplies
o_tools/a1489f60-c331-4184-ad48-70ecc010be63,42241803,Cervical collars or neck braces
o_tools/53528c5c-6c38-4dd5-b735-fb0fa97ee8c9,42242103,Head or neck traction supplies
o_tools/b651d665-c9d4-4477-a939-b8d399f3906a,42251605,Pedal exercisers for rehabilitation or therapy
o_tools/a59c5825-a6aa-4924-ba79-552cffc64755,42142201,Extremity hydrotherapy baths or tanks
o_tools/77c6cb56-ed5f-4bfa-abc0-3f61df5d1e86,42241706,Orthotics or foot care products
o_tools/9a91b460-8f2e-4966-a890-80c6d923e4be,42251616,Electric vibrators for rehabilitation or therapy
o_tools/51cca2da-252a-443f-bddf-cb12ab412c90,42182412,Medical tuning forks
o_tools/606075b4-8c71-42f1-839e-2fae718b4691,42201808,Medical x ray buckys
o_tools/3b7a648f-acfe-435e-85b9-1d9655c8de5b,42201828,Medical x ray apparatus filters
o_tools/6ff9413b-0ee9-4ebb-8505-ec886bafd426,42142112,Therapeutic paraffin baths or accessories
o_tools/d38d1c2c-63c1-40c9-9e42-8f20500dbcab,42182301,Medical diagnostic pinwheels
o_tools/345d251d-37b1-477a-931e-fd550257b39b,42182016,Nasopharyngoscopes or accessories
o_tools/52795021-faf7-481c-9986-89d02a29af8c,42141806,Short wave diathermy units
o_tools/120bef16-8251-4cb4-8c23-92f805b35333,42251602,Climbing devices for rehabilitation or therapy
o_tools/56ed3dca-a53b-41b4-aa19-d754733c5a26,42142111,Therapeutic ice packs or pillows
o_tools/b6a7b382-41b1-4072-992a-76d5f2c41f76,42251624,Weight machines for rehabilitation or therapy
o_tools/764b42fe-f971-4d2a-85c3-e85db182334f,42201810,Medical x ray film or cassette
o_tools/9d73348f-f0a4-4800-9602-c357d3979d70,42152519,Dental syringe accessory kits
o_tools/41cf6f4e-c7aa-4ac7-a033-e2b0cbee3c5a,42151602,Bands for dental matrix
o_tools/0b1ee8ff-e2ed-41cf-93ee-1a12804e61b6,42151801,Amalgam carriers
o_tools/c4fbd76e-bfe9-4616-a607-4be1d11b7dd9,42151606,Dental amalgam carvers
o_tools/ae909a27-961c-416a-a67e-f00e09cea11d,42151667,Dental matrices or sets
o_tools/3a625ac8-c99d-47a3-9813-da851d68aa50,42152713,Orthodontic pliers
o_tools/172ef15e-fb8a-4692-abbd-6c399dd9fed5,42151623,Dental forceps
o_tools/bdc182cd-8176-43c2-8ce4-2a932c995381,42151616,Dental depth gauges
o_tools/0a54b105-e787-4530-8e3a-f7dfd3961198,42152003,Dental film processors
o_tools/532e3bcf-18a8-4af9-a142-4ef10aa190c8,42151601,Attachments or replacement parts for dental instruments
o_tools/927a7ce6-feaf-4860-ae3e-7662deaa92eb,42152715,Orthodontic setter bands
o_tools/7c4227ce-840e-40ad-bff5-a768e6f7fe13,42152002,Dental bite blocks or wings or tabs
o_tools/a8aa5065-2456-430f-bdba-8d2118a939a5,42151620,Dental files or rasps
o_tools/17a57328-cc24-4ab9-8336-b8bcd8d5635b,42151605,Crown or bridge removers
o_tools/0b3a4728-1ff3-43ad-a7ae-049b2ede2e4d,42151632,Dental reamers
o_tools/9fa13b89-bf2c-4bd3-b216-8daeafe4a568,42152508,Dental syringes or needles or syringes with needles
o_tools/e55d7edc-a96f-4e80-87c8-202feec6c357,42272009,Patient carbon dioxide detectors
o_tools/48218481-8819-410c-8ae7-177c8d96fb56,42151802,Dental material pluggers or tips or accessories
o_tools/273314f1-19cc-4b35-977b-169de3992903,42151639,Dental spatulas
o_tools/1c31d749-5eda-4b1e-adba-7c7a17bf5548,42151604,Composite placement tools
o_tools/2825c1a9-705c-4781-bd31-8049e0d0d7e1,42152512,Dental tongs
o_tools/2097c64e-061d-47a2-950e-dc367924440c,42151634,Dental root tip picks
o_tools/1c32e207-924e-45cb-8a94-d80444043c85,42171804,Emergency medical services tracheal tube or cricothyrotomy kits
o_tools/86959a40-5968-4bfa-9a64-e2751ea6a2e7,42151618,Dental elevators
o_tools/a4005f1e-322d-44d7-80e9-93b729fdf091,42151638,Dental scissors
o_tools/e774936d-f122-42c4-8726-77b744b86a46,42152202,Dental laboratory air abrasion units
o_tools/65f3bb0a-7d5f-43b5-a032-6e184a9a03c7,42151613,Dental burnishers
o_tools/a2619415-06c6-46e5-b98a-5adf8c452ccf,42152801,Periodontal chisels
o_tools/4da79d56-1cf4-4221-a241-dc716dca48e7,42151804,Dental cord packers
o_tools/72f50bdc-6a8b-4af5-ba40-8bc128812c9f,42151617,Dental drills or drill bits
o_tools/fa2098d2-1d9c-43f6-a11d-4f941681b39f,42151619,Dental excavators
o_tools/fb47b081-6f8c-4138-aa6d-06c3d1be0fe0,42151612,Dental retractors
o_tools/c2f7b952-cf0c-4101-aaa4-236c961fd89b,42152105,Dental impression trays
o_tools/f97898c6-4a25-4619-9cc7-21d6ba0ab0c0,42152214,Dental laboratory plaster traps
o_tools/129ab3ea-7c66-4342-92d8-c1e607ea1a3b,42151673,Dental mallets
o_tools/17cf3c98-7669-4ec8-96eb-eb3fec385711,42151643,Dental margin trimmers
o_tools/d83d8c27-a7a9-4afa-bc37-037f453db759,42151644,Dental mouth props
o_tools/a87076bf-ca59-4f09-80a7-89e2b0fdab5d,42152303,General dental lights or its accessories
o_tools/ecbac2f2-16ba-4b84-8cad-4d5541bf72c8,42151603,Calcium hydroxide placement tools
o_tools/b3d83785-d341-4c07-a62d-bf4b8c3818a6,42152203,Dental laboratory burners or torches
o_tools/897689cb-27fa-4224-aa2a-c655cbd9487e,42152422,Dental obturating points
o_tools/1df66ee7-136a-4fbe-a850-ca83893d57af,42295123,Surgical suction machines or vacuum extractors or ultrasonic surgical aspirators or regulators or accessories
o_tools/02796e9d-6143-416f-a069-276b7eec0625,42151627,Dental mirrors or mirror handles
o_tools/84a4e788-d743-4be4-9d5f-cd2ee3734a6b,39122222,Foot switch
o_tools/b5513c11-28f9-4e17-8a8b-4adbb8c1c7ac,42151647,Dental absorbent holders
o_tools/e1ded2e7-3078-45ef-862d-3d3042ecd121,42152518,Dental materials dispensers
o_tools/f8486115-d711-4623-8fe3-f8668a46ce96,42182603,Medical exam headlights or headlamps or accessories
o_tools/60bd5806-ad20-4cc2-878e-257f88d84447,42203705,Medical imaging dry laser printers or imagers
o_tools/06972eb1-728a-45e2-ac5d-891d18a1ca60,42271913,Pharyngeal airways or airways kits
o_tools/839f1c97-7759-45b5-8010-36a77f12f1b4,42152608,Orthodontic ligature cartridges
o_tools/a9c3fb52-d26f-456e-8457-4a999ddc5460,42152704,Dental retainers
o_tools/7a8a66a8-16bd-427b-9f05-1109f6ef11fb,42151648,Dental calipers
o_tools/72d75e08-6865-4cf9-b74b-956d9ca654e6,42271718,Oxygen therapy delivery system products accessories or its supplies
o_tools/64212e16-9216-420c-822e-e7a2a0398126,42151677,Dental pressure indicating kits
o_tools/ee1ec0fb-5a9f-405d-8c01-7cb933db7b3c,42152808,Periodontal curettes
o_tools/49f6998e-b28f-48ce-bbe2-57326e9cc85f,42152809,Periodontal knives
o_tools/8b665f9c-391e-4aee-b56b-f81c373fa9e5,42151676,Dental knives
o_tools/24a0f275-0fdb-468b-829c-06c869f04a71,42152218,Dental laboratory vibrators
o_tools/21d13335-a689-428b-93ba-de2ebc2d6c4e,42182101,Electronic stethoscopes or accessories
o_tools/02871820-373c-4b2c-9be7-1cd55e1e6969,42151902,Dental prophylaxis kits
o_tools/3cd67c43-051d-445f-b232-6b680ba6c778,42151655,Dental pulp or vitality testers
o_tools/be14ac71-7f75-4fe8-a676-1ffe1e8eeee5,42151656,Dental spreaders
o_tools/c61a60fd-f79f-46ee-8264-cd177bd77c8f,42152503,Dental dam supplies
o_tools/30119dd5-950c-4ecf-83e3-590d05190024,42151626,Dental instrument sharpening accessories
o_tools/2fcfc264-d621-4a1b-9f67-742ce83e7bca,42151681,Dental anesthesia sets or accessories
o_tools/baadbc49-74fa-48f7-903e-75725b21417e,42311537,Bandage scissors or its supplies
o_tools/33557435-a4ce-4824-a434-593038c141ca,42291501,Surgical bone biopsy mills or related products
o_tools/21826be9-499e-4516-9ab5-3fb649c3cbf2,42292503,Surgical impactors or packers
o_tools/2bbc8f26-ae0e-4edf-922b-12992779e0ef,42151664,Dental cutting or separating discs
o_tools/0aba8299-719a-402d-a5ed-42a8b4364931,42151669,Dental dehydrators
o_tools/2a2a72dd-15a7-4b3d-a5f9-e4e2dc03bbe5,42151615,Dental cryosurgical units
